GenomeA,GenomeB,ani_distance,kmer_ani,algorithm
HE956708,OL800604,83.3857,10,fastani
KM236244,KM236244,100.0,10,fastani
KM236244,MK728825,97.2877,10,fastani
KM236244,KU927497,97.063,10,fastani
KM236244,MN187969,97.0142,10,fastani
KM236244,MF001363,96.9829,10,fastani
KM236244,KX017521,96.9554,10,fastani
KM236244,MH370369,96.8914,10,fastani
KM236244,MK393882,96.8015,10,fastani
KM236244,MH631454,96.7872,10,fastani
KM236244,MN218191,96.5961,10,fastani
KM236244,MT074458,96.4236,10,fastani
KM236244,MT074450,96.2705,10,fastani
KM236244,MN379739,96.2536,10,fastani
KM236244,MK972707,96.1545,10,fastani
KM236244,MH370380,96.1142,10,fastani
KM236244,MH370367,96.1136,10,fastani
KM236244,MK050846,96.1021,10,fastani
KM236244,MH370379,96.0026,10,fastani
KM236244,MK370036,95.9886,10,fastani
KM236244,MH370386,95.9166,10,fastani
KM236244,MK947459,95.8939,10,fastani
KM236244,CP000917,95.8802,10,fastani
KM236244,MT074457,95.8205,10,fastani
KM236244,MH370366,95.8163,10,fastani
KM236244,MH370376,95.6486,10,fastani
KM236244,MT074465,95.6158,10,fastani
KM236244,MF431737,95.457,10,fastani
KM236244,MT074466,95.2257,10,fastani
KM236244,MT074449,95.223,10,fastani
KM236244,MT074459,95.2163,10,fastani
KM236244,MF681663,95.1554,10,fastani
KM236244,MK005300,95.0619,10,fastani
KM236244,MN197465,94.9955,10,fastani
KM236244,LR027389,94.8031,10,fastani
KM236244,OL800604,89.8745,10,fastani
KM236244,MH370375,89.1805,10,fastani
KM236244,HE956708,85.1285,10,fastani
KU927497,KU927497,99.9998,10,fastani
KU927497,KX017521,99.9948,10,fastani
KU927497,KM236244,96.9846,10,fastani
KU927497,MK393882,96.9841,10,fastani
KU927497,MN187969,96.9759,10,fastani
KU927497,MK728825,96.7765,10,fastani
KU927497,MT074450,96.5098,10,fastani
KU927497,MN379739,96.4999,10,fastani
KU927497,MH631454,96.4991,10,fastani
KU927497,MH370369,96.4957,10,fastani
KU927497,MH370379,96.4103,10,fastani
KU927497,MF001363,96.3354,10,fastani
KU927497,CP000917,96.104,10,fastani
KU927497,MH370386,96.034,10,fastani
KU927497,MH370366,96.0327,10,fastani
KU927497,MK050846,96.021,10,fastani
KU927497,MN218191,95.9986,10,fastani
KU927497,MT074457,95.9772,10,fastani
KU927497,MH370376,95.8843,10,fastani
KU927497,MT074458,95.8723,10,fastani
KU927497,MT074465,95.7885,10,fastani
KU927497,MK972707,95.7477,10,fastani
KU927497,MK370036,95.7125,10,fastani
KU927497,MK947459,95.6373,10,fastani
KU927497,MT074459,95.4806,10,fastani
KU927497,MH370380,95.4604,10,fastani
KU927497,MH370367,95.4604,10,fastani
KU927497,MF431737,95.3933,10,fastani
KU927497,MT074466,95.3681,10,fastani
KU927497,MN197465,95.3361,10,fastani
KU927497,LR027389,95.2984,10,fastani
KU927497,MT074449,95.1254,10,fastani
KU927497,MK005300,94.9214,10,fastani
KU927497,MF681663,94.8691,10,fastani
KU927497,OL800604,89.5363,10,fastani
KU927497,MH370375,88.877,10,fastani
KU927497,HE956708,85.0578,10,fastani
KX017521,KX017521,100.0,10,fastani
KX017521,KU927497,99.9952,10,fastani
KX017521,KM236244,96.8972,10,fastani
KX017521,MN187969,96.8488,10,fastani
KX017521,MK393882,96.7766,10,fastani
KX017521,MK728825,96.7664,10,fastani
KX017521,MH631454,96.7038,10,fastani
KX017521,MF001363,96.6162,10,fastani
KX017521,MN379739,96.576,10,fastani
KX017521,MH370369,96.5525,10,fastani
KX017521,MT074450,96.4274,10,fastani
KX017521,MN218191,96.2257,10,fastani
KX017521,MT074458,96.0744,10,fastani
KX017521,MH370366,96.0307,10,fastani
KX017521,MH370379,96.0147,10,fastani
KX017521,MH370376,95.9445,10,fastani
KX017521,MK050846,95.8441,10,fastani
KX017521,MT074457,95.8441,10,fastani
KX017521,CP000917,95.8369,10,fastani
KX017521,MH370386,95.7192,10,fastani
KX017521,MK370036,95.6504,10,fastani
KX017521,MK947459,95.6022,10,fastani
KX017521,MH370380,95.5664,10,fastani
KX017521,MH370367,95.5664,10,fastani
KX017521,MK972707,95.4779,10,fastani
KX017521,MT074466,95.3019,10,fastani
KX017521,MT074459,95.2761,10,fastani
KX017521,MT074465,95.1816,10,fastani
KX017521,MF431737,95.1243,10,fastani
KX017521,MF681663,95.094,10,fastani
KX017521,MK005300,95.0905,10,fastani
KX017521,LR027389,94.9727,10,fastani
KX017521,MN197465,94.8002,10,fastani
KX017521,MT074449,94.6844,10,fastani
KX017521,OL800604,89.2905,10,fastani
KX017521,MH370375,88.9983,10,fastani
KX017521,HE956708,84.6861,10,fastani
LR027389,LR027389,100.0,10,fastani
LR027389,MF431737,95.5163,10,fastani
LR027389,MH370367,95.4107,10,fastani
LR027389,MH370380,95.4098,10,fastani
LR027389,MK393882,95.3725,10,fastani
LR027389,MN187969,95.304,10,fastani
LR027389,MN218191,95.2561,10,fastani
LR027389,MK370036,95.2435,10,fastani
LR027389,MN379739,95.238,10,fastani
LR027389,MF001363,95.2367,10,fastani
LR027389,MH370386,95.2287,10,fastani
LR027389,MT074457,95.2057,10,fastani
LR027389,MT074450,95.1448,10,fastani
LR027389,MT074465,95.0978,10,fastani
LR027389,KX017521,95.0939,10,fastani
LR027389,MK050846,95.0541,10,fastani
LR027389,KM236244,95.0093,10,fastani
LR027389,MH370366,94.994,10,fastani
LR027389,KU927497,94.9751,10,fastani
LR027389,MT074466,94.9486,10,fastani
LR027389,MT074449,94.9291,10,fastani
LR027389,MH370369,94.92,10,fastani
LR027389,MK728825,94.894,10,fastani
LR027389,MN197465,94.8135,10,fastani
LR027389,MH370376,94.779,10,fastani
LR027389,MH370379,94.7237,10,fastani
LR027389,MK972707,94.7173,10,fastani
LR027389,MH631454,94.6835,10,fastani
LR027389,MT074458,94.6241,10,fastani
LR027389,MT074459,94.4773,10,fastani
LR027389,CP000917,94.3494,10,fastani
LR027389,MK947459,94.0259,10,fastani
LR027389,MF681663,93.7673,10,fastani
LR027389,MK005300,93.4061,10,fastani
LR027389,OL800604,89.0005,10,fastani
LR027389,MH370375,88.0925,10,fastani
LR027389,HE956708,84.1825,10,fastani
MF001363,MF001363,100.0,10,fastani
MF001363,MH370369,97.8924,10,fastani
MF001363,MK393882,97.6078,10,fastani
MF001363,MN379739,97.4275,10,fastani
MF001363,MN218191,97.3724,10,fastani
MF001363,KM236244,97.0614,10,fastani
MF001363,MN187969,96.8173,10,fastani
MF001363,MT074450,96.7989,10,fastani
MF001363,MK728825,96.6393,10,fastani
MF001363,MT074458,96.6016,10,fastani
MF001363,KX017521,96.591,10,fastani
MF001363,MK050846,96.5879,10,fastani
MF001363,KU927497,96.423,10,fastani
MF001363,MK370036,96.1495,10,fastani
MF001363,MK972707,96.1094,10,fastani
MF001363,MK947459,95.9887,10,fastani
MF001363,MH370380,95.9483,10,fastani
MF001363,MH370367,95.9468,10,fastani
MF001363,MT074465,95.8992,10,fastani
MF001363,MH631454,95.8642,10,fastani
MF001363,MH370379,95.8533,10,fastani
MF001363,CP000917,95.7565,10,fastani
MF001363,MH370366,95.7333,10,fastani
MF001363,MH370376,95.5905,10,fastani
MF001363,MT074457,95.5799,10,fastani
MF001363,MT074459,95.5017,10,fastani
MF001363,MF431737,95.494,10,fastani
MF001363,MT074449,95.3967,10,fastani
MF001363,MH370386,95.322,10,fastani
MF001363,MT074466,95.2605,10,fastani
MF001363,MK005300,95.1453,10,fastani
MF001363,MF681663,94.9201,10,fastani
MF001363,MN197465,94.9194,10,fastani
MF001363,LR027389,94.8106,10,fastani
MF001363,OL800604,89.4912,10,fastani
MF001363,MH370375,88.8605,10,fastani
MF001363,HE956708,84.8315,10,fastani
MF431737,MF431737,100.0,10,fastani
MF431737,MT074449,97.6023,10,fastani
MF431737,MT074465,97.0936,10,fastani
MF431737,MK050846,97.0867,10,fastani
MF431737,MH370380,96.4528,10,fastani
MF431737,MH370367,96.4528,10,fastani
MF431737,MT074466,96.0408,10,fastani
MF431737,MN197465,95.987,10,fastani
MF431737,MH370366,95.8877,10,fastani
MF431737,MH370386,95.8117,10,fastani
MF431737,MT074457,95.7885,10,fastani
MF431737,MK728825,95.7843,10,fastani
MF431737,KX017521,95.7038,10,fastani
MF431737,MN187969,95.7003,10,fastani
MF431737,MK370036,95.6656,10,fastani
MF431737,MT074450,95.6445,10,fastani
MF431737,MH370379,95.6138,10,fastani
MF431737,LR027389,95.6048,10,fastani
MF431737,MK972707,95.5993,10,fastani
MF431737,MT074458,95.5743,10,fastani
MF431737,MK393882,95.5675,10,fastani
MF431737,KM236244,95.5291,10,fastani
MF431737,MF001363,95.5155,10,fastani
MF431737,MT074459,95.458,10,fastani
MF431737,MN218191,95.4163,10,fastani
MF431737,MH370369,95.3881,10,fastani
MF431737,CP000917,95.3818,10,fastani
MF431737,KU927497,95.3071,10,fastani
MF431737,MN379739,95.2529,10,fastani
MF431737,MH631454,95.2126,10,fastani
MF431737,MH370376,95.0254,10,fastani
MF431737,MK947459,94.7306,10,fastani
MF431737,MK005300,94.2587,10,fastani
MF431737,MF681663,93.8716,10,fastani
MF431737,OL800604,88.9,10,fastani
MF431737,MH370375,88.3929,10,fastani
MF431737,HE956708,84.9207,10,fastani
MF681663,MF681663,100.0,10,fastani
MF681663,MN187969,95.4912,10,fastani
MF681663,KX017521,95.1308,10,fastani
MF681663,MT074450,95.1183,10,fastani
MF681663,MK393882,95.0876,10,fastani
MF681663,MF001363,95.0663,10,fastani
MF681663,MH370369,95.0653,10,fastani
MF681663,KU927497,94.9845,10,fastani
MF681663,MK050846,94.9833,10,fastani
MF681663,MK728825,94.9273,10,fastani
MF681663,MN379739,94.9018,10,fastani
MF681663,KM236244,94.8483,10,fastani
MF681663,MT074458,94.7588,10,fastani
MF681663,MT074466,94.6576,10,fastani
MF681663,MK947459,94.6133,10,fastani
MF681663,MN218191,94.6068,10,fastani
MF681663,MH370379,94.5099,10,fastani
MF681663,MH370376,94.49,10,fastani
MF681663,MH370366,94.4222,10,fastani
MF681663,MH631454,94.3719,10,fastani
MF681663,MT074465,94.3629,10,fastani
MF681663,MK370036,94.3385,10,fastani
MF681663,MK972707,94.284,10,fastani
MF681663,MH370386,94.2777,10,fastani
MF681663,MT074449,94.1046,10,fastani
MF681663,MH370380,94.0503,10,fastani
MF681663,MH370367,94.0497,10,fastani
MF681663,LR027389,93.8114,10,fastani
MF681663,CP000917,93.7782,10,fastani
MF681663,MN197465,93.7382,10,fastani
MF681663,MT074457,93.6908,10,fastani
MF681663,MF431737,93.6768,10,fastani
MF681663,MK005300,93.5714,10,fastani
MF681663,MT074459,93.5392,10,fastani
MF681663,OL800604,89.9464,10,fastani
MF681663,MH370375,88.132,10,fastani
MF681663,HE956708,83.6822,10,fastani
MH370366,MH370366,100.0,10,fastani
MH370366,MH370386,97.487,10,fastani
MH370366,MT074457,96.4962,10,fastani
MH370366,MK972707,96.2352,10,fastani
MH370366,MK393882,96.1737,10,fastani
MH370366,KU927497,96.1599,10,fastani
MH370366,MT074450,95.9886,10,fastani
MH370366,KX017521,95.9214,10,fastani
MH370366,MT074466,95.8983,10,fastani
MH370366,MN379739,95.8516,10,fastani
MH370366,MH370376,95.8479,10,fastani
MH370366,MN187969,95.6892,10,fastani
MH370366,MH370379,95.6856,10,fastani
MH370366,KM236244,95.6679,10,fastani
MH370366,MK728825,95.6645,10,fastani
MH370366,MH370369,95.5269,10,fastani
MH370366,MT074459,95.5162,10,fastani
MH370366,MF001363,95.4891,10,fastani
MH370366,MH631454,95.488,10,fastani
MH370366,MN218191,95.4218,10,fastani
MH370366,MH370380,95.4035,10,fastani
MH370366,MH370367,95.4024,10,fastani
MH370366,MT074465,95.3237,10,fastani
MH370366,MK050846,95.2937,10,fastani
MH370366,MK947459,95.2373,10,fastani
MH370366,MK370036,95.2278,10,fastani
MH370366,CP000917,95.2002,10,fastani
MH370366,MT074458,95.0593,10,fastani
MH370366,MF431737,94.9951,10,fastani
MH370366,MT074449,94.9276,10,fastani
MH370366,LR027389,94.921,10,fastani
MH370366,MN197465,94.8323,10,fastani
MH370366,MF681663,94.3282,10,fastani
MH370366,MK005300,94.2891,10,fastani
MH370366,OL800604,89.2512,10,fastani
MH370366,MH370375,88.5356,10,fastani
MH370366,HE956708,84.6494,10,fastani
MH370367,MH370367,100.0,10,fastani
MH370367,MH370380,99.999,10,fastani
MH370367,MT074466,96.3416,10,fastani
MH370367,MH370376,96.3072,10,fastani
MH370367,MN197465,96.2146,10,fastani
MH370367,MT074449,96.204,10,fastani
MH370367,MK370036,96.1313,10,fastani
MH370367,MF431737,96.0865,10,fastani
MH370367,MT074459,96.0642,10,fastani
MH370367,MK050846,96.0273,10,fastani
MH370367,MT074465,96.0106,10,fastani
MH370367,MK393882,95.9571,10,fastani
MH370367,MH370369,95.8691,10,fastani
MH370367,MN187969,95.8437,10,fastani
MH370367,MN379739,95.8084,10,fastani
MH370367,MK972707,95.6966,10,fastani
MH370367,KX017521,95.6465,10,fastani
MH370367,MH370366,95.6356,10,fastani
MH370367,MT074450,95.6266,10,fastani
MH370367,MF001363,95.6233,10,fastani
MH370367,MT074458,95.5951,10,fastani
MH370367,KM236244,95.5349,10,fastani
MH370367,MH370386,95.5238,10,fastani
MH370367,CP000917,95.522,10,fastani
MH370367,MH631454,95.5057,10,fastani
MH370367,MN218191,95.4882,10,fastani
MH370367,MT074457,95.4414,10,fastani
MH370367,MK728825,95.416,10,fastani
MH370367,KU927497,95.2734,10,fastani
MH370367,LR027389,95.2679,10,fastani
MH370367,MH370379,95.2407,10,fastani
MH370367,MK947459,95.1527,10,fastani
MH370367,MK005300,94.2819,10,fastani
MH370367,MF681663,94.1236,10,fastani
MH370367,OL800604,89.2069,10,fastani
MH370367,MH370375,88.8174,10,fastani
MH370367,HE956708,84.9844,10,fastani
MH370369,MH370369,100.0,10,fastani
MH370369,MN218191,98.1394,10,fastani
MH370369,MN379739,98.0381,10,fastani
MH370369,MF001363,97.824,10,fastani
MH370369,MK393882,97.5323,10,fastani
MH370369,MT074458,97.1878,10,fastani
MH370369,MT074450,96.9707,10,fastani
MH370369,KM236244,96.8921,10,fastani
MH370369,MK050846,96.7125,10,fastani
MH370369,MN187969,96.5823,10,fastani
MH370369,MK728825,96.5474,10,fastani
MH370369,MK972707,96.5069,10,fastani
MH370369,CP000917,96.3171,10,fastani
MH370369,KX017521,96.2435,10,fastani
MH370369,MK370036,96.2245,10,fastani
MH370369,KU927497,96.2007,10,fastani
MH370369,MK947459,96.1902,10,fastani
MH370369,MH370380,95.9478,10,fastani
MH370369,MH370367,95.9472,10,fastani
MH370369,MH370366,95.9043,10,fastani
MH370369,MH631454,95.8279,10,fastani
MH370369,MT074457,95.8188,10,fastani
MH370369,MH370386,95.6413,10,fastani
MH370369,MH370376,95.5577,10,fastani
MH370369,MH370379,95.5548,10,fastani
MH370369,MT074465,95.4585,10,fastani
MH370369,MT074449,95.3654,10,fastani
MH370369,MT074459,95.242,10,fastani
MH370369,MT074466,95.1143,10,fastani
MH370369,MF431737,95.0598,10,fastani
MH370369,MK005300,94.9354,10,fastani
MH370369,LR027389,94.9289,10,fastani
MH370369,MN197465,94.7973,10,fastani
MH370369,MF681663,94.6939,10,fastani
MH370369,OL800604,89.6919,10,fastani
MH370369,MH370375,88.7815,10,fastani
MH370369,HE956708,84.346,10,fastani
MH370375,MH370375,100.0,10,fastani
MH370375,OL800604,90.2329,10,fastani
MH370375,MN379739,89.3824,10,fastani
MH370375,MF001363,89.2013,10,fastani
MH370375,MK393882,89.1599,10,fastani
MH370375,MT074450,89.1354,10,fastani
MH370375,KU927497,89.1236,10,fastani
MH370375,MH370369,89.0707,10,fastani
MH370375,KM236244,89.0444,10,fastani
MH370375,MN187969,89.0415,10,fastani
MH370375,MN218191,89.0388,10,fastani
MH370375,MH631454,89.0165,10,fastani
MH370375,MH370386,89.0115,10,fastani
MH370375,KX017521,89.0,10,fastani
MH370375,MH370366,88.958,10,fastani
MH370375,MT074459,88.9016,10,fastani
MH370375,MK370036,88.8695,10,fastani
MH370375,MK947459,88.7903,10,fastani
MH370375,MK728825,88.7639,10,fastani
MH370375,CP000917,88.7305,10,fastani
MH370375,MK972707,88.7143,10,fastani
MH370375,MF431737,88.6969,10,fastani
MH370375,MH370380,88.6942,10,fastani
MH370375,MH370367,88.6942,10,fastani
MH370375,MK050846,88.6908,10,fastani
MH370375,MT074465,88.6881,10,fastani
MH370375,MT074466,88.6669,10,fastani
MH370375,MT074457,88.6343,10,fastani
MH370375,MT074458,88.6241,10,fastani
MH370375,MK005300,88.6166,10,fastani
MH370375,MH370379,88.5308,10,fastani
MH370375,MH370376,88.5155,10,fastani
MH370375,LR027389,88.4642,10,fastani
MH370375,MT074449,88.3823,10,fastani
MH370375,MN197465,88.2173,10,fastani
MH370375,MF681663,88.1597,10,fastani
MH370375,HE956708,83.654,10,fastani
MH370376,MH370376,100.0,10,fastani
MH370376,MT074459,96.761,10,fastani
MH370376,MT074457,96.5197,10,fastani
MH370376,MH370386,96.3224,10,fastani
MH370376,MH370380,96.1712,10,fastani
MH370376,MH370367,96.1705,10,fastani
MH370376,MT074466,96.1179,10,fastani
MH370376,MH370366,96.0144,10,fastani
MH370376,MH370369,95.8597,10,fastani
MH370376,MK972707,95.8365,10,fastani
MH370376,MN187969,95.7894,10,fastani
MH370376,MK728825,95.7827,10,fastani
MH370376,MH631454,95.7664,10,fastani
MH370376,KX017521,95.7606,10,fastani
MH370376,MT074465,95.6967,10,fastani
MH370376,KU927497,95.6921,10,fastani
MH370376,MN197465,95.6416,10,fastani
MH370376,MF001363,95.6115,10,fastani
MH370376,MH370379,95.5558,10,fastani
MH370376,KM236244,95.5296,10,fastani
MH370376,MT074449,95.5274,10,fastani
MH370376,MK393882,95.496,10,fastani
MH370376,CP000917,95.4762,10,fastani
MH370376,MF431737,95.4633,10,fastani
MH370376,MK370036,95.4203,10,fastani
MH370376,MT074458,95.2947,10,fastani
MH370376,MN379739,95.2661,10,fastani
MH370376,MT074450,95.1461,10,fastani
MH370376,MN218191,95.142,10,fastani
MH370376,MK947459,95.0315,10,fastani
MH370376,MK050846,94.8985,10,fastani
MH370376,LR027389,94.7877,10,fastani
MH370376,MF681663,94.2498,10,fastani
MH370376,MK005300,94.2024,10,fastani
MH370376,OL800604,89.3483,10,fastani
MH370376,MH370375,88.2199,10,fastani
MH370376,HE956708,85.3953,10,fastani
MH370379,MH370379,100.0,10,fastani
MH370379,KX017521,96.3993,10,fastani
MH370379,MK728825,96.3329,10,fastani
MH370379,MK393882,96.249,10,fastani
MH370379,KU927497,96.2116,10,fastani
MH370379,MN187969,96.1804,10,fastani
MH370379,MN379739,96.1028,10,fastani
MH370379,MF001363,95.9897,10,fastani
MH370379,MK050846,95.9865,10,fastani
MH370379,MH370366,95.9442,10,fastani
MH370379,KM236244,95.9283,10,fastani
MH370379,MK972707,95.8728,10,fastani
MH370379,MT074457,95.8272,10,fastani
MH370379,MT074450,95.7676,10,fastani
MH370379,MH370369,95.7524,10,fastani
MH370379,MT074465,95.6688,10,fastani
MH370379,MH370386,95.6355,10,fastani
MH370379,MT074458,95.5676,10,fastani
MH370379,MN218191,95.5219,10,fastani
MH370379,MH631454,95.5012,10,fastani
MH370379,MH370376,95.4903,10,fastani
MH370379,MF431737,95.4724,10,fastani
MH370379,MK370036,95.2839,10,fastani
MH370379,MH370367,95.1829,10,fastani
MH370379,MH370380,95.1829,10,fastani
MH370379,MT074449,95.0901,10,fastani
MH370379,CP000917,95.0558,10,fastani
MH370379,MT074466,94.9604,10,fastani
MH370379,MT074459,94.8895,10,fastani
MH370379,MK947459,94.7761,10,fastani
MH370379,MF681663,94.6175,10,fastani
MH370379,MN197465,94.5205,10,fastani
MH370379,MK005300,94.243,10,fastani
MH370379,LR027389,94.1647,10,fastani
MH370379,OL800604,89.3671,10,fastani
MH370379,MH370375,88.295,10,fastani
MH370379,HE956708,84.1269,10,fastani
MH370380,MH370380,100.0,10,fastani
MH370380,MH370367,99.999,10,fastani
MH370380,MT074466,96.3428,10,fastani
MH370380,MH370376,96.3078,10,fastani
MH370380,MN197465,96.2158,10,fastani
MH370380,MT074449,96.2046,10,fastani
MH370380,MK370036,96.1322,10,fastani
MH370380,MF431737,96.0872,10,fastani
MH370380,MT074459,96.0657,10,fastani
MH370380,MK050846,96.0282,10,fastani
MH370380,MT074465,96.0115,10,fastani
MH370380,MK393882,95.9586,10,fastani
MH370380,MH370369,95.8702,10,fastani
MH370380,MN187969,95.8446,10,fastani
MH370380,MN379739,95.8099,10,fastani
MH370380,MK972707,95.6978,10,fastani
MH370380,KX017521,95.6472,10,fastani
MH370380,MH370366,95.6365,10,fastani
MH370380,MT074450,95.6266,10,fastani
MH370380,MF001363,95.6246,10,fastani
MH370380,MT074458,95.5957,10,fastani
MH370380,KM236244,95.5358,10,fastani
MH370380,MH370386,95.5244,10,fastani
MH370380,CP000917,95.5226,10,fastani
MH370380,MH631454,95.5057,10,fastani
MH370380,MN218191,95.4896,10,fastani
MH370380,MT074457,95.4414,10,fastani
MH370380,MK728825,95.4152,10,fastani
MH370380,KU927497,95.274,10,fastani
MH370380,LR027389,95.2679,10,fastani
MH370380,MH370379,95.2414,10,fastani
MH370380,MK947459,95.1533,10,fastani
MH370380,MK005300,94.2826,10,fastani
MH370380,MF681663,94.1249,10,fastani
MH370380,OL800604,89.2076,10,fastani
MH370380,MH370375,88.8169,10,fastani
MH370380,HE956708,84.9856,10,fastani
MH370386,MH370386,100.0,10,fastani
MH370386,MT074457,97.8725,10,fastani
MH370386,MH370366,97.517,10,fastani
MH370386,MK972707,96.7378,10,fastani
MH370386,MH370376,96.2506,10,fastani
MH370386,MK728825,96.1237,10,fastani
MH370386,MT074450,96.1011,10,fastani
MH370386,KM236244,96.0047,10,fastani
MH370386,MN187969,95.9662,10,fastani
MH370386,MT074459,95.9655,10,fastani
MH370386,KU927497,95.8694,10,fastani
MH370386,KX017521,95.8135,10,fastani
MH370386,MT074466,95.8066,10,fastani
MH370386,MK393882,95.7823,10,fastani
MH370386,MH370367,95.761,10,fastani
MH370386,MH370380,95.761,10,fastani
MH370386,MH370379,95.7345,10,fastani
MH370386,MH631454,95.7176,10,fastani
MH370386,MT074465,95.7149,10,fastani
MH370386,MH370369,95.6887,10,fastani
MH370386,MF431737,95.6821,10,fastani
MH370386,MN379739,95.6,10,fastani
MH370386,MF001363,95.5541,10,fastani
MH370386,MT074458,95.5436,10,fastani
MH370386,MK370036,95.4743,10,fastani
MH370386,MN218191,95.4406,10,fastani
MH370386,MK050846,95.4368,10,fastani
MH370386,CP000917,95.3483,10,fastani
MH370386,MN197465,95.316,10,fastani
MH370386,MT074449,95.0654,10,fastani
MH370386,LR027389,95.0647,10,fastani
MH370386,MK947459,95.0423,10,fastani
MH370386,MF681663,94.4708,10,fastani
MH370386,MK005300,94.3542,10,fastani
MH370386,OL800604,89.4792,10,fastani
MH370386,MH370375,88.7291,10,fastani
MH370386,HE956708,84.3295,10,fastani
MH631454,MH631454,100.0,10,fastani
MH631454,KM236244,96.8733,10,fastani
MH631454,MK728825,96.7504,10,fastani
MH631454,KX017521,96.5172,10,fastani
MH631454,KU927497,96.4671,10,fastani
MH631454,MN187969,96.3478,10,fastani
MH631454,MK393882,96.1889,10,fastani
MH631454,MH370369,95.8912,10,fastani
MH631454,MH370379,95.8655,10,fastani
MH631454,MN218191,95.8486,10,fastani
MH631454,MT074450,95.837,10,fastani
MH631454,MN379739,95.7933,10,fastani
MH631454,MK050846,95.7357,10,fastani
MH631454,MF001363,95.7344,10,fastani
MH631454,MH370366,95.7287,10,fastani
MH631454,CP000917,95.6585,10,fastani
MH631454,MT074457,95.634,10,fastani
MH631454,MH370386,95.5592,10,fastani
MH631454,MK947459,95.539,10,fastani
MH631454,MT074458,95.5274,10,fastani
MH631454,MH370376,95.5005,10,fastani
MH631454,MK972707,95.4896,10,fastani
MH631454,MF431737,95.3685,10,fastani
MH631454,MH370380,95.3227,10,fastani
MH631454,MH370367,95.3227,10,fastani
MH631454,MT074465,95.1937,10,fastani
MH631454,MT074466,94.9963,10,fastani
MH631454,MK370036,94.9319,10,fastani
MH631454,MT074449,94.8425,10,fastani
MH631454,MN197465,94.7811,10,fastani
MH631454,MT074459,94.7331,10,fastani
MH631454,LR027389,94.6859,10,fastani
MH631454,MK005300,94.6325,10,fastani
MH631454,MF681663,94.4874,10,fastani
MH631454,OL800604,89.918,10,fastani
MH631454,MH370375,89.2778,10,fastani
MH631454,HE956708,84.7835,10,fastani
MK005300,MK005300,100.0,10,fastani
