Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/HE956708.fasta	86.20	33.47	30.39	CP000917.1 Escherichia phage Eps7, complete genome	HE956708.2 Yersinia phage phiR201 complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074466.fasta	96.31	86.67	84.64	CP000917.1 Escherichia phage Eps7, complete genome	MT074466.1 Salmonella phage atrejo, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074458.fasta	96.57	90.22	89.63	CP000917.1 Escherichia phage Eps7, complete genome	MT074458.1 Salmonella phage fuchur, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074449.fasta	96.57	82.33	83.72	CP000917.1 Escherichia phage Eps7, complete genome	MT074449.1 Salmonella phage bombadil, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN197465.fasta	95.90	84.83	82.18	CP000917.1 Escherichia phage Eps7, complete genome	MN197465.1 Salmonella phage 2-3, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK947459.fasta	96.64	98.64	97.64	CP000917.1 Escherichia phage Eps7, complete genome	MK947459.1 Salmonella phage vB_SenS_SB13, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK370036.fasta	95.51	87.78	86.91	CP000917.1 Escherichia phage Eps7, complete genome	MK370036.1 Salmonella phage 1-23, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MH631454.fasta	96.12	86.47	84.29	CP000917.1 Escherichia phage Eps7, complete genome	MH631454.2 Salmonella phage Sw2, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MH370379.fasta	95.13	74.77	71.28	CP000917.1 Escherichia phage Eps7, complete genome	MH370379.1 Salmonella phage S132, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MH370369.fasta	97.12	90.64	91.23	CP000917.1 Escherichia phage Eps7, complete genome	MH370369.1 Salmonella phage S116, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MF681663.fasta	95.89	69.84	69.70	CP000917.1 Escherichia phage Eps7, complete genome	MF681663.1 Salmonella phage LVR16A, partial genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/LR027389.fasta	95.04	81.36	78.48	CP000917.1 Escherichia phage Eps7, complete genome	LR027389.1 Escherichia virus vB_Eco_mar003J3 genome assembly, chromosome: 1
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/KM236244.fasta	96.21	88.28	79.64	CP000917.1 Escherichia phage Eps7, complete genome	KM236244.1 Salmonella phage Stitch, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/OL800604.fasta	91.46	57.06	57.47	CP000917.1 Escherichia phage Eps7, complete genome	OL800604.1 Salmonella phage vB_STy-RN29, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074459.fasta	96.15	89.38	88.51	CP000917.1 Escherichia phage Eps7, complete genome	MT074459.1 Salmonella phage bastian, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074450.fasta	97.18	88.53	89.49	CP000917.1 Escherichia phage Eps7, complete genome	MT074450.1 Salmonella phage faergetype, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN218191.fasta	96.80	92.79	92.58	CP000917.1 Escherichia phage Eps7, complete genome	MN218191.1 Salmonella phage 1-29, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK972707.fasta	95.86	80.79	78.35	CP000917.1 Escherichia phage Eps7, complete genome	MK972707.1 Salmonella phage SE24, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK393882.fasta	97.21	94.06	94.92	CP000917.1 Escherichia phage Eps7, complete genome	MK393882.1 Salmonella phage 3-29, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK005300.fasta	94.77	78.23	76.25	CP000917.1 Escherichia phage Eps7, complete genome	MK005300.1 Salmonella phage STG2, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MH370380.fasta	96.44	82.44	82.78	CP000917.1 Escherichia phage Eps7, complete genome	MH370380.1 Salmonella phage S133, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MH370375.fasta	89.59	51.05	50.52	CP000917.1 Escherichia phage Eps7, complete genome	MH370375.1 Salmonella phage S124, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MH370366.fasta	95.19	82.10	81.22	CP000917.1 Escherichia phage Eps7, complete genome	MH370366.1 Salmonella phage S113, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MF001363.fasta	96.22	91.10	90.91	CP000917.1 Escherichia phage Eps7, complete genome	MF001363.1 Salmonella phage SH9, partial genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/CP000917.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/KU927497.fasta	95.97	85.31	75.95	CP000917.1 Escherichia phage Eps7, complete genome	KU927497.2 Salmonella phage 100268_sal2, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074465.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/OL800604.fasta	91.14	52.91	54.30	MT074465.1 Salmonella phage oselot, complete genome	OL800604.1 Salmonella phage vB_STy-RN29, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074465.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074466.fasta	96.63	79.97	79.58	MT074465.1 Salmonella phage oselot, complete genome	MT074466.1 Salmonella phage atrejo, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074457.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074458.fasta	96.44	89.71	89.62	MT074457.1 Salmonella phage rokbiter, complete genome	MT074458.1 Salmonella phage fuchur, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074457.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074465.fasta	96.77	79.56	78.51	MT074457.1 Salmonella phage rokbiter, complete genome	MT074465.1 Salmonella phage oselot, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074457.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/OL800604.fasta	91.36	59.57	60.33	MT074457.1 Salmonella phage rokbiter, complete genome	OL800604.1 Salmonella phage vB_STy-RN29, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074457.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074459.fasta	96.88	92.78	92.39	MT074457.1 Salmonella phage rokbiter, complete genome	MT074459.1 Salmonella phage bastian, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074457.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074466.fasta	96.00	82.41	80.93	MT074457.1 Salmonella phage rokbiter, complete genome	MT074466.1 Salmonella phage atrejo, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN379739.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074458.fasta	97.70	92.84	91.73	MN379739.1 Salmonella phage 1-19, complete genome	MT074458.1 Salmonella phage fuchur, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN379739.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074449.fasta	97.05	85.99	86.96	MN379739.1 Salmonella phage 1-19, complete genome	MT074449.1 Salmonella phage bombadil, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN379739.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/OL800604.fasta	92.84	56.41	56.51	MN379739.1 Salmonella phage 1-19, complete genome	OL800604.1 Salmonella phage vB_STy-RN29, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN379739.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074459.fasta	96.45	81.80	80.56	MN379739.1 Salmonella phage 1-19, complete genome	MT074459.1 Salmonella phage bastian, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN379739.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074450.fasta	97.70	94.45	94.96	MN379739.1 Salmonella phage 1-19, complete genome	MT074450.1 Salmonella phage faergetype, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN379739.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074465.fasta	96.77	87.01	84.92	MN379739.1 Salmonella phage 1-19, complete genome	MT074465.1 Salmonella phage oselot, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN379739.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074457.fasta	96.58	85.90	84.96	MN379739.1 Salmonella phage 1-19, complete genome	MT074457.1 Salmonella phage rokbiter, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN379739.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074466.fasta	96.40	84.53	82.10	MN379739.1 Salmonella phage 1-19, complete genome	MT074466.1 Salmonella phage atrejo, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN187969.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074458.fasta	97.30	86.85	86.02	MN187969.1 Salmonella phage OSY-STA, partial genome	MT074458.1 Salmonella phage fuchur, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN187969.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074449.fasta	96.72	79.67	80.76	MN187969.1 Salmonella phage OSY-STA, partial genome	MT074449.1 Salmonella phage bombadil, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN187969.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN197465.fasta	96.57	85.08	82.16	MN187969.1 Salmonella phage OSY-STA, partial genome	MN197465.1 Salmonella phage 2-3, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN187969.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/OL800604.fasta	92.51	63.20	63.45	MN187969.1 Salmonella phage OSY-STA, partial genome	OL800604.1 Salmonella phage vB_STy-RN29, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN187969.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074459.fasta	96.63	85.68	84.59	MN187969.1 Salmonella phage OSY-STA, partial genome	MT074459.1 Salmonella phage bastian, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN187969.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074450.fasta	97.88	90.98	91.68	MN187969.1 Salmonella phage OSY-STA, partial genome	MT074450.1 Salmonella phage faergetype, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN187969.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN218191.fasta	97.78	92.58	92.09	MN187969.1 Salmonella phage OSY-STA, partial genome	MN218191.1 Salmonella phage 1-29, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN187969.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074465.fasta	96.92	84.43	82.59	MN187969.1 Salmonella phage OSY-STA, partial genome	MT074465.1 Salmonella phage oselot, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN187969.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074457.fasta	96.93	88.05	87.29	MN187969.1 Salmonella phage OSY-STA, partial genome	MT074457.1 Salmonella phage rokbiter, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN187969.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN379739.fasta	97.80	91.75	91.97	MN187969.1 Salmonella phage OSY-STA, partial genome	MN379739.1 Salmonella phage 1-19, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN187969.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074466.fasta	96.10	79.30	77.20	MN187969.1 Salmonella phage OSY-STA, partial genome	MT074466.1 Salmonella phage atrejo, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK728825.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074458.fasta	97.06	84.98	86.47	MK728825.1 Salmonella phage Sepoy, complete genome	MT074458.1 Salmonella phage fuchur, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK728825.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074449.fasta	96.73	73.34	76.38	MK728825.1 Salmonella phage Sepoy, complete genome	MT074449.1 Salmonella phage bombadil, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK728825.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN197465.fasta	95.47	74.93	74.34	MK728825.1 Salmonella phage Sepoy, complete genome	MN197465.1 Salmonella phage 2-3, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK728825.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK947459.fasta	97.00	83.02	84.17	MK728825.1 Salmonella phage Sepoy, complete genome	MK947459.1 Salmonella phage vB_SenS_SB13, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK728825.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/OL800604.fasta	93.05	62.75	64.73	MK728825.1 Salmonella phage Sepoy, complete genome	OL800604.1 Salmonella phage vB_STy-RN29, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK728825.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074459.fasta	96.33	80.54	81.69	MK728825.1 Salmonella phage Sepoy, complete genome	MT074459.1 Salmonella phage bastian, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK728825.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074450.fasta	97.28	83.05	85.99	MK728825.1 Salmonella phage Sepoy, complete genome	MT074450.1 Salmonella phage faergetype, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK728825.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN218191.fasta	97.51	84.69	86.54	MK728825.1 Salmonella phage Sepoy, complete genome	MN218191.1 Salmonella phage 1-29, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK728825.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK972707.fasta	95.82	75.27	74.76	MK728825.1 Salmonella phage Sepoy, complete genome	MK972707.1 Salmonella phage SE24, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK728825.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074465.fasta	96.70	73.31	73.68	MK728825.1 Salmonella phage Sepoy, complete genome	MT074465.1 Salmonella phage oselot, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK728825.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074457.fasta	97.01	81.13	82.63	MK728825.1 Salmonella phage Sepoy, complete genome	MT074457.1 Salmonella phage rokbiter, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK728825.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN379739.fasta	97.51	85.81	88.37	MK728825.1 Salmonella phage Sepoy, complete genome	MN379739.1 Salmonella phage 1-19, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK728825.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN187969.fasta	97.94	86.69	89.07	MK728825.1 Salmonella phage Sepoy, complete genome	MN187969.1 Salmonella phage OSY-STA, partial genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK728825.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074466.fasta	96.26	80.15	80.17	MK728825.1 Salmonella phage Sepoy, complete genome	MT074466.1 Salmonella phage atrejo, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK050846.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074458.fasta	97.29	91.59	91.38	MK050846.2 Salmonella phage Seafire, complete genome	MT074458.1 Salmonella phage fuchur, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK050846.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MT074449.fasta	98.07	90.74	92.65	MK050846.2 Salmonella phage Seafire, complete genome	MT074449.1 Salmonella phage bombadil, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK050846.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MN197465.fasta	97.38	90.76	88.29	MK050846.2 Salmonella phage Seafire, complete genome	MN197465.1 Salmonella phage 2-3, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK050846.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Epseptimavirus/MK947459.fasta	96.28	85.47	84.97	MK050846.2 Salmonella phage Seafire, complete genome	MK947459.1 Salmonella phage vB_SenS_SB13, complete genome
