GenomeA,GenomeB,ani_distance,kmer_ani,algorithm
MH709120,MN871495,97.38,static,skani
MH709120,MK972690,98.10,static,skani
MH709120,MT074480,96.84,static,skani
MH709120,MT074477,96.44,static,skani
MH709120,MT074472,95.99,static,skani
MH709120,MT074469,96.08,static,skani
MH709120,MN871491,97.08,static,skani
MH709120,MH791405,97.30,static,skani
MH709120,MT074479,96.14,static,skani
MG428992,MT074475,95.38,static,skani
MG428992,MT074471,94.61,static,skani
MG428992,MN871498,95.32,static,skani
MG428992,MK972699,96.44,static,skani
MG428992,MH709121,96.09,static,skani
MG428992,MG748547,95.79,static,skani
MG428992,MT074478,96.25,static,skani
MG428992,MT074474,96.10,static,skani
MG428992,MT074470,96.13,static,skani
MG428992,MN871495,96.01,static,skani
MG428992,MK972690,96.39,static,skani
MG428992,MH709120,96.73,static,skani
MG428992,MT074480,95.28,static,skani
MG428992,MT074477,96.43,static,skani
MG428992,MT074472,95.85,static,skani
MG428992,MT074469,96.25,static,skani
MG428992,MN871491,96.79,static,skani
MG428992,MH791405,96.75,static,skani
MG428992,MH370371,96.82,static,skani
MG428992,MT074479,94.76,static,skani
KX765865,MT074475,97.12,static,skani
KX765865,MT074471,95.67,static,skani
KX765865,MN871498,94.78,static,skani
KX765865,MK972699,95.69,static,skani
KX765865,MH709121,97.43,static,skani
KX765865,MG748547,96.00,static,skani
KX765865,KY787213,97.84,static,skani
KX765865,MT074478,97.79,static,skani
KX765865,MT074474,97.22,static,skani
KX765865,MT074470,97.37,static,skani
KX765865,MN871495,97.34,static,skani
KX765865,MK972690,97.64,static,skani
KX765865,MH709120,97.27,static,skani
KX765865,MG428992,96.43,static,skani
KX765865,MT074480,96.41,static,skani
KX765865,MT074477,96.60,static,skani
KX765865,MT074472,95.56,static,skani
KX765865,MT074469,96.21,static,skani
KX765865,MN871491,97.59,static,skani
KX765865,MH791405,97.69,static,skani
KX765865,MH370371,96.29,static,skani
KX765865,MG383452,97.51,static,skani
KX765865,MT074479,95.73,static,skani
KR296692,MT074475,97.33,static,skani
KR296692,MT074471,95.53,static,skani
KR296692,MN871498,94.78,static,skani
KR296692,MK972699,96.00,static,skani
KR296692,MH709121,97.17,static,skani
KR296692,MG748547,95.94,static,skani
KR296692,KY787213,97.45,static,skani
KR296692,KX245012,97.00,static,skani
KR296692,MT074478,97.10,static,skani
KR296692,MT074474,97.12,static,skani
KR296692,MT074470,97.13,static,skani
KR296692,MN871495,97.32,static,skani
KR296692,MK972690,97.51,static,skani
KR296692,MH709120,97.02,static,skani
KR296692,MG428992,96.37,static,skani
KR296692,KX765865,97.50,static,skani
KR296692,MT074480,96.47,static,skani
KR296692,MT074477,95.98,static,skani
KR296692,MT074472,95.62,static,skani
KR296692,MT074469,95.98,static,skani
KR296692,MN871491,97.36,static,skani
KR296692,MH791405,97.39,static,skani
KR296692,MH370371,96.31,static,skani
KR296692,MG383452,97.10,static,skani
KR296692,KX438380,97.95,static,skani
KR296692,MT074479,95.85,static,skani
KJ174317,MT074478,91.99,static,skani
KJ174317,MT074474,92.77,static,skani
KJ174317,MT074470,92.09,static,skani
KJ174317,MN871495,92.10,static,skani
KJ174317,MK972690,92.00,static,skani
KJ174317,MH709120,92.81,static,skani
KJ174317,MG428992,94.02,static,skani
KJ174317,KX765865,91.55,static,skani
KJ174317,KR296692,91.54,static,skani
KJ174317,MT074479,92.70,static,skani
KJ174317,MT074475,92.31,static,skani
KJ174317,MT074471,92.76,static,skani
KJ174317,MN871498,93.10,static,skani
KJ174317,MK972699,92.75,static,skani
KJ174317,MH709121,91.71,static,skani
KJ174317,MG748547,93.46,static,skani
KJ174317,KY787213,91.96,static,skani
KJ174317,KX245012,91.69,static,skani
KJ174317,KJ174318,91.64,static,skani
KJ174317,MT074480,92.31,static,skani
KJ174317,MT074477,93.80,static,skani
KJ174317,MT074472,93.27,static,skani
KJ174317,MT074469,93.00,static,skani
KJ174317,MN871491,92.64,static,skani
KJ174317,MH791405,93.39,static,skani
KJ174317,MH370371,93.01,static,skani
KJ174317,MG383452,92.26,static,skani
KJ174317,KX438380,91.79,static,skani
KJ174317,KP797973,92.15,static,skani
JX128257,MT074478,91.24,static,skani
JX128257,MT074474,92.24,static,skani
JX128257,MT074470,92.10,static,skani
JX128257,MN871495,90.56,static,skani
JX128257,MK972690,91.44,static,skani
JX128257,MH709120,92.11,static,skani
JX128257,MG428992,93.87,static,skani
JX128257,KX765865,90.72,static,skani
JX128257,KR296692,90.86,static,skani
JX128257,KJ174317,97.44,static,skani
JX128257,MT074479,91.48,static,skani
JX128257,MT074475,91.45,static,skani
JX128257,MT074471,92.38,static,skani
JX128257,MN871498,94.11,static,skani
JX128257,MK972699,93.68,static,skani
JX128257,MH709121,90.58,static,skani
JX128257,MG748547,93.85,static,skani
JX128257,KY787213,91.34,static,skani
JX128257,KX245012,91.13,static,skani
JX128257,KJ174318,90.47,static,skani
JX128257,KF669653,96.73,static,skani
JX128257,MT074480,91.69,static,skani
JX128257,MT074477,93.03,static,skani
JX128257,MT074472,93.31,static,skani
JX128257,MT074469,93.23,static,skani
JX128257,MN871491,91.83,static,skani
JX128257,MH791405,92.92,static,skani
JX128257,MH370371,93.34,static,skani
JX128257,MG383452,92.00,static,skani
JX128257,KX438380,91.49,static,skani
JX128257,KP797973,91.52,static,skani
JX128257,KF669654,97.59,static,skani
HQ259103,MT074478,98.22,static,skani
HQ259103,MT074474,98.02,static,skani
HQ259103,MT074470,97.54,static,skani
HQ259103,MN871495,97.53,static,skani
HQ259103,MK972690,97.15,static,skani
HQ259103,MH709120,97.27,static,skani
HQ259103,MG428992,96.66,static,skani
HQ259103,KX765865,97.65,static,skani
HQ259103,KR296692,97.35,static,skani
HQ259103,KJ174317,91.97,static,skani
HQ259103,JX128257,91.11,static,skani
HQ259103,MT074479,96.22,static,skani
HQ259103,MT074475,97.68,static,skani
HQ259103,MT074471,96.06,static,skani
HQ259103,MN871498,95.97,static,skani
HQ259103,MK972699,96.44,static,skani
HQ259103,MH709121,97.98,static,skani
HQ259103,MG748547,95.88,static,skani
HQ259103,KY787213,98.30,static,skani
HQ259103,KX245012,98.49,static,skani
HQ259103,KJ174318,97.63,static,skani
HQ259103,KF669653,92.73,static,skani
HQ259103,JN126049,97.67,static,skani
HQ259103,MT074480,96.82,static,skani
HQ259103,MT074477,96.16,static,skani
HQ259103,MT074472,96.27,static,skani
HQ259103,MT074469,96.94,static,skani
HQ259103,MN871491,98.03,static,skani
HQ259103,MH791405,97.56,static,skani
HQ259103,MH370371,97.23,static,skani
HQ259103,MG383452,98.38,static,skani
HQ259103,KX438380,97.85,static,skani
HQ259103,KP797973,96.88,static,skani
HQ259103,KF669654,91.55,static,skani
HQ259103,JN593240,98.25,static,skani
MT074479,MT074480,97.32,static,skani
MT074475,MT074478,97.39,static,skani
MT074475,MT074480,96.39,static,skani
MT074475,MT074477,95.83,static,skani
MT074475,MT074479,95.88,static,skani
MT074471,MT074475,95.57,static,skani
MT074471,MT074478,95.96,static,skani
MT074471,MT074474,96.48,static,skani
MT074471,MT074480,98.71,static,skani
MT074471,MT074477,95.49,static,skani
MT074471,MT074472,94.95,static,skani
MT074471,MT074479,97.39,static,skani
MN871498,MT074475,95.38,static,skani
MN871498,MT074471,94.89,static,skani
MN871498,MT074480,95.00,static,skani
MN871498,MT074477,94.92,static,skani
MN871498,MT074472,94.91,static,skani
MN871498,MT074469,95.25,static,skani
MN871498,MT074478,95.09,static,skani
MN871498,MT074474,95.47,static,skani
MN871498,MT074470,95.49,static,skani
MN871498,MT074479,94.26,static,skani
MK972699,MT074475,95.96,static,skani
MK972699,MT074471,95.39,static,skani
MK972699,MN871498,95.14,static,skani
MK972699,MT074480,96.02,static,skani
MK972699,MT074477,95.53,static,skani
MK972699,MT074472,95.85,static,skani
MK972699,MT074469,95.96,static,skani
MK972699,MN871491,96.07,static,skani
MK972699,MT074478,96.09,static,skani
MK972699,MT074474,96.21,static,skani
MK972699,MT074470,96.73,static,skani
MK972699,MN871495,95.94,static,skani
MK972699,MT074479,94.76,static,skani
MH709121,MT074475,97.68,static,skani
MH709121,MT074471,95.69,static,skani
MH709121,MN871498,95.85,static,skani
MH709121,MK972699,96.51,static,skani
MH709121,MT074478,97.71,static,skani
MH709121,MT074474,97.14,static,skani
MH709121,MT074470,97.44,static,skani
MH709121,MN871495,98.23,static,skani
MH709121,MK972690,97.77,static,skani
MH709121,MT074480,96.86,static,skani
MH709121,MT074477,96.56,static,skani
MH709121,MT074472,96.34,static,skani
MH709121,MT074469,96.16,static,skani
MH709121,MN871491,97.68,static,skani
MH709121,MH791405,97.54,static,skani
MH709121,MT074479,96.03,static,skani
MG748547,MT074475,95.56,static,skani
MG748547,MT074471,93.76,static,skani
MG748547,MN871498,94.34,static,skani
MG748547,MK972699,95.11,static,skani
MG748547,MH709121,96.10,static,skani
MG748547,MT074478,95.79,static,skani
MG748547,MT074474,95.88,static,skani
MG748547,MT074470,96.20,static,skani
MG748547,MN871495,95.22,static,skani
MG748547,MK972690,95.92,static,skani
MG748547,MH709120,95.70,static,skani
MG748547,MT074480,94.73,static,skani
MG748547,MT074477,94.69,static,skani
MG748547,MT074472,96.04,static,skani
MG748547,MT074469,95.56,static,skani
MG748547,MN871491,95.84,static,skani
MG748547,MH791405,95.86,static,skani
MG748547,MH370371,95.89,static,skani
MG748547,MT074479,94.68,static,skani
KY787213,MT074475,97.41,static,skani
KY787213,MT074471,95.89,static,skani
KY787213,MN871498,95.70,static,skani
KY787213,MK972699,96.44,static,skani
KY787213,MH709121,97.77,static,skani
KY787213,MG748547,95.38,static,skani
KY787213,MT074478,98.05,static,skani
KY787213,MT074474,97.39,static,skani
KY787213,MT074470,98.28,static,skani
KY787213,MN871495,97.70,static,skani
KY787213,MK972690,97.74,static,skani
KY787213,MH709120,97.27,static,skani
KY787213,MG428992,96.71,static,skani
KY787213,MT074480,96.82,static,skani
KY787213,MT074477,96.43,static,skani
KY787213,MT074472,96.37,static,skani
KY787213,MT074469,96.43,static,skani
KY787213,MN871491,98.31,static,skani
KY787213,MH791405,97.33,static,skani
KY787213,MH370371,96.85,static,skani
KY787213,MG383452,98.10,static,skani
KY787213,MT074479,96.09,static,skani
KX245012,MT074475,96.87,static,skani
KX245012,MT074471,95.65,static,skani
KX245012,MN871498,95.76,static,skani
KX245012,MK972699,96.35,static,skani
KX245012,MH709121,97.42,static,skani
KX245012,MG748547,95.62,static,skani
KX245012,KY787213,97.87,static,skani
KX245012,MT074478,97.80,static,skani
KX245012,MT074474,97.36,static,skani
KX245012,MT074470,97.59,static,skani
KX245012,MN871495,97.39,static,skani
KX245012,MK972690,97.54,static,skani
KX245012,MH709120,96.89,static,skani
KX245012,MG428992,96.37,static,skani
KX245012,KX765865,97.29,static,skani
KX245012,MT074480,96.61,static,skani
KX245012,MT074477,96.51,static,skani
KX245012,MT074472,96.23,static,skani
KX245012,MT074469,97.02,static,skani
KX245012,MN871491,97.97,static,skani
KX245012,MH791405,97.51,static,skani
KX245012,MH370371,97.05,static,skani
KX245012,MG383452,97.54,static,skani
KX245012,KX438380,97.37,static,skani
KX245012,MT074479,95.59,static,skani
KJ174318,MT074475,96.94,static,skani
KJ174318,MT074471,95.73,static,skani
KJ174318,MN871498,94.60,static,skani
KJ174318,MK972699,95.90,static,skani
KJ174318,MH709121,97.49,static,skani
KJ174318,MG748547,95.53,static,skani
KJ174318,KY787213,97.55,static,skani
KJ174318,KX245012,97.22,static,skani
KJ174318,MT074478,97.69,static,skani
KJ174318,MT074474,96.81,static,skani
KJ174318,MT074470,96.90,static,skani
KJ174318,MN871495,97.05,static,skani
KJ174318,MK972690,97.56,static,skani
KJ174318,MH709120,97.08,static,skani
KJ174318,MG428992,96.38,static,skani
KJ174318,KX765865,98.33,static,skani
KJ174318,KR296692,97.63,static,skani
KJ174318,MT074480,96.10,static,skani
KJ174318,MT074477,96.43,static,skani
KJ174318,MT074472,95.48,static,skani
KJ174318,MT074469,96.03,static,skani
KJ174318,MN871491,97.36,static,skani
KJ174318,MH791405,97.42,static,skani
KJ174318,MH370371,96.39,static,skani
KJ174318,MG383452,97.58,static,skani
KJ174318,KX438380,97.84,static,skani
KJ174318,KP797973,96.73,static,skani
KJ174318,MT074479,95.66,static,skani
KF669653,MT074478,91.77,static,skani
KF669653,MT074474,92.38,static,skani
KF669653,MT074470,92.98,static,skani
KF669653,MN871495,91.04,static,skani
KF669653,MK972690,92.68,static,skani
KF669653,MH709120,93.52,static,skani
KF669653,MG428992,92.73,static,skani
KF669653,KX765865,91.00,static,skani
KF669653,KR296692,91.18,static,skani
KF669653,KJ174317,95.79,static,skani
KF669653,MT074479,92.42,static,skani
KF669653,MT074475,91.71,static,skani
KF669653,MT074471,91.25,static,skani
KF669653,MN871498,93.39,static,skani
KF669653,MK972699,92.78,static,skani
KF669653,MH709121,92.94,static,skani
KF669653,MG748547,94.11,static,skani
KF669653,KY787213,92.53,static,skani
KF669653,KX245012,93.15,static,skani
KF669653,KJ174318,91.00,static,skani
KF669653,MT074480,92.55,static,skani
KF669653,MT074477,92.55,static,skani
KF669653,MT074472,93.68,static,skani
KF669653,MT074469,93.56,static,skani
KF669653,MN871491,92.27,static,skani
KF669653,MH791405,91.98,static,skani
KF669653,MH370371,94.09,static,skani
KF669653,MG383452,92.14,static,skani
KF669653,KX438380,91.21,static,skani
KF669653,KP797973,92.05,static,skani
KF669653,KF669654,98.95,static,skani
JN126049,MT074478,98.10,static,skani
JN126049,MT074474,97.47,static,skani
JN126049,MT074470,97.56,static,skani
JN126049,MN871495,97.61,static,skani
JN126049,MK972690,98.31,static,skani
JN126049,MH709120,97.94,static,skani
JN126049,MG428992,96.57,static,skani
JN126049,KX765865,97.78,static,skani
JN126049,KR296692,97.75,static,skani
JN126049,KJ174317,92.54,static,skani
JN126049,JX128257,91.29,static,skani
JN126049,MT074479,95.99,static,skani
JN126049,MT074475,97.57,static,skani
JN126049,MT074471,95.98,static,skani
JN126049,MN871498,95.28,static,skani
JN126049,MK972699,96.01,static,skani
JN126049,MH709121,97.92,static,skani
JN126049,MG748547,96.29,static,skani
JN126049,KY787213,97.86,static,skani
JN126049,KX245012,97.35,static,skani
JN126049,KJ174318,97.56,static,skani
JN126049,KF669653,92.41,static,skani
JN126049,MT074480,96.79,static,skani
JN126049,MT074477,96.65,static,skani
JN126049,MT074472,96.46,static,skani
JN126049,MT074469,96.57,static,skani
JN126049,MN871491,97.77,static,skani
JN126049,MH791405,97.43,static,skani
JN126049,MH370371,96.60,static,skani
JN126049,MG383452,97.56,static,skani
JN126049,KX438380,97.97,static,skani
JN126049,KP797973,96.63,static,skani
JN126049,KF669654,91.46,static,skani
JN126049,JN593240,97.69,static,skani
MT074477,MT074480,96.12,static,skani
MT074477,MT074478,96.20,static,skani
MT074477,MT074479,95.06,static,skani
MT074472,MT074475,95.88,static,skani
MT074472,MT074478,95.96,static,skani
MT074472,MT074474,96.06,static,skani
MT074472,MT074480,95.40,static,skani
MT074472,MT074477,96.16,static,skani
MT074472,MT074479,95.41,static,skani
MT074469,MT074475,96.08,static,skani
MT074469,MT074471,95.79,static,skani
MT074469,MT074480,95.65,static,skani
MT074469,MT074477,95.71,static,skani
MT074469,MT074472,95.86,static,skani
MT074469,MT074478,96.50,static,skani
MT074469,MT074474,96.72,static,skani
MT074469,MT074470,96.38,static,skani
MT074469,MT074479,94.83,static,skani
MN871491,MT074475,97.25,static,skani
MN871491,MT074471,95.65,static,skani
MN871491,MN871498,95.93,static,skani
MN871491,MT074480,96.70,static,skani
MN871491,MT074477,96.59,static,skani
MN871491,MT074472,96.22,static,skani
MN871491,MT074469,96.56,static,skani
MN871491,MT074478,98.13,static,skani
MN871491,MT074474,97.73,static,skani
MN871491,MT074470,98.01,static,skani
MN871491,MN871495,97.66,static,skani
MN871491,MT074479,95.90,static,skani
MH791405,MT074475,97.71,static,skani
MH791405,MT074471,95.60,static,skani
MH791405,MN871498,96.26,static,skani
MH791405,MK972699,96.94,static,skani
MH791405,MT074478,97.51,static,skani
MH791405,MT074474,97.24,static,skani
MH791405,MT074470,97.03,static,skani
MH791405,MN871495,97.38,static,skani
MH791405,MK972690,97.61,static,skani
MH791405,MT074480,97.02,static,skani
MH791405,MT074477,97.22,static,skani
MH791405,MT074472,96.50,static,skani
MH791405,MT074469,96.34,static,skani
MH791405,MN871491,97.46,static,skani
MH791405,MT074479,96.04,static,skani
MH370371,MT074475,96.51,static,skani
MH370371,MT074471,95.48,static,skani
MH370371,MN871498,95.62,static,skani
MH370371,MK972699,96.39,static,skani
MH370371,MH709121,96.76,static,skani
MH370371,MT074478,96.85,static,skani
MH370371,MT074474,97.29,static,skani
MH370371,MT074470,97.17,static,skani
MH370371,MN871495,96.48,static,skani
MH370371,MK972690,96.75,static,skani
MH370371,MH709120,96.57,static,skani
MH370371,MT074480,96.35,static,skani
MH370371,MT074477,96.08,static,skani
MH370371,MT074472,96.30,static,skani
MH370371,MT074469,98.86,static,skani
MH370371,MN871491,97.02,static,skani
MH370371,MH791405,96.78,static,skani
MH370371,MT074479,95.60,static,skani
MG383452,MT074475,96.81,static,skani
MG383452,MT074471,96.02,static,skani
MG383452,MN871498,95.48,static,skani
MG383452,MK972699,96.33,static,skani
MG383452,MH709121,97.29,static,skani
MG383452,MG748547,96.01,static,skani
MG383452,MT074478,97.78,static,skani
MG383452,MT074474,97.48,static,skani
MG383452,MT074470,97.52,static,skani
MG383452,MN871495,97.25,static,skani
MG383452,MK972690,97.46,static,skani
MG383452,MH709120,97.29,static,skani
MG383452,MG428992,96.58,static,skani
MG383452,MT074480,96.46,static,skani
MG383452,MT074477,96.23,static,skani
MG383452,MT074472,96.14,static,skani
MG383452,MT074469,96.70,static,skani
MG383452,MN871491,97.80,static,skani
MG383452,MH791405,97.43,static,skani
MG383452,MH370371,97.17,static,skani
MG383452,MT074479,95.83,static,skani
KX438380,MT074475,97.61,static,skani
KX438380,MT074471,95.58,static,skani
KX438380,MN871498,95.57,static,skani
KX438380,MK972699,95.92,static,skani
KX438380,MH709121,97.39,static,skani
KX438380,MG748547,96.15,static,skani
KX438380,KY787213,97.35,static,skani
KX438380,MT074478,97.06,static,skani
KX438380,MT074474,97.05,static,skani
KX438380,MT074470,97.07,static,skani
KX438380,MN871495,97.09,static,skani
KX438380,MK972690,97.87,static,skani
KX438380,MH709120,97.49,static,skani
KX438380,MG428992,96.71,static,skani
KX438380,KX765865,98.03,static,skani
KX438380,MT074480,96.06,static,skani
KX438380,MT074477,96.74,static,skani
KX438380,MT074472,95.87,static,skani
KX438380,MT074469,96.72,static,skani
KX438380,MN871491,97.08,static,skani
KX438380,MH791405,97.62,static,skani
KX438380,MH370371,96.88,static,skani
KX438380,MG383452,97.31,static,skani
KX438380,MT074479,95.14,static,skani
KP797973,MT074475,96.06,static,skani
KP797973,MT074471,95.30,static,skani
KP797973,MN871498,95.53,static,skani
KP797973,MK972699,95.96,static,skani
KP797973,MH709121,97.04,static,skani
KP797973,MG748547,95.15,static,skani
KP797973,KY787213,96.76,static,skani
KP797973,KX245012,96.53,static,skani
KP797973,MT074478,96.47,static,skani
KP797973,MT074474,95.99,static,skani
KP797973,MT074470,96.35,static,skani
KP797973,MN871495,96.32,static,skani
KP797973,MK972690,96.60,static,skani
KP797973,MH709120,96.31,static,skani
KP797973,MG428992,96.17,static,skani
KP797973,KX765865,96.66,static,skani
KP797973,KR296692,96.49,static,skani
KP797973,MT074480,95.85,static,skani
KP797973,MT074477,96.82,static,skani
KP797973,MT074472,96.34,static,skani
KP797973,MT074469,95.48,static,skani
KP797973,MN871491,96.82,static,skani
KP797973,MH791405,96.62,static,skani
KP797973,MH370371,95.59,static,skani
KP797973,MG383452,96.61,static,skani
KP797973,KX438380,96.84,static,skani
KP797973,MT074479,94.90,static,skani
KF669654,MT074478,91.29,static,skani
KF669654,MT074474,92.26,static,skani
KF669654,MT074470,91.90,static,skani
KF669654,MN871495,90.55,static,skani
KF669654,MK972690,92.43,static,skani
KF669654,MH709120,91.44,static,skani
KF669654,MG428992,91.78,static,skani
KF669654,KX765865,90.31,static,skani
KF669654,KR296692,90.30,static,skani
KF669654,KJ174317,96.05,static,skani
KF669654,MT074479,93.23,static,skani
KF669654,MT074475,91.44,static,skani
KF669654,MT074471,91.13,static,skani
KF669654,MN871498,93.00,static,skani
KF669654,MK972699,93.19,static,skani
KF669654,MH709121,91.23,static,skani
KF669654,MG748547,93.41,static,skani
KF669654,KY787213,91.40,static,skani
KF669654,KX245012,91.59,static,skani
KF669654,KJ174318,90.23,static,skani
KF669654,MT074480,92.01,static,skani
KF669654,MT074477,93.33,static,skani
KF669654,MT074472,92.98,static,skani
KF669654,MT074469,93.49,static,skani
KF669654,MN871491,91.61,static,skani
KF669654,MH791405,93.02,static,skani
KF669654,MH370371,94.06,static,skani
KF669654,MG383452,91.20,static,skani
KF669654,KX438380,90.72,static,skani
KF669654,KP797973,90.62,static,skani
JN593240,MT074478,98.00,static,skani
JN593240,MT074474,97.85,static,skani
JN593240,MT074470,97.59,static,skani
JN593240,MN871495,97.54,static,skani
JN593240,MK972690,97.31,static,skani
JN593240,MH709120,97.36,static,skani
JN593240,MG428992,97.03,static,skani
JN593240,KX765865,98.00,static,skani
JN593240,KR296692,97.30,static,skani
JN593240,KJ174317,92.39,static,skani
JN593240,JX128257,91.77,static,skani
JN593240,MT074479,96.11,static,skani
JN593240,MT074475,97.00,static,skani
JN593240,MT074471,96.06,static,skani
JN593240,MN871498,96.14,static,skani
JN593240,MK972699,96.72,static,skani
JN593240,MH709121,97.64,static,skani
JN593240,MG748547,96.11,static,skani
JN593240,KY787213,98.00,static,skani
JN593240,KX245012,97.57,static,skani
JN593240,KJ174318,97.58,static,skani
JN593240,KF669653,92.47,static,skani
JN593240,MT074480,96.99,static,skani
JN593240,MT074477,96.82,static,skani
JN593240,MT074472,96.28,static,skani
JN593240,MT074469,96.85,static,skani
JN593240,MN871491,97.90,static,skani
JN593240,MH791405,97.65,static,skani
JN593240,MH370371,97.53,static,skani
JN593240,MG383452,98.36,static,skani
JN593240,KX438380,97.90,static,skani
JN593240,KP797973,96.92,static,skani
JN593240,KF669654,91.43,static,skani
AC171169,MN994504,91.74,static,skani
AC171169,MN970211,94.41,static,skani
AC171169,MN026741,91.52,static,skani
AC171169,MK373796,94.27,static,skani
AC171169,MH203051,93.92,static,skani
AC171169,LR027384,93.85,static,skani
AC171169,KY677846,92.98,static,skani
AC171169,KR422353,93.47,static,skani
AC171169,KM979355,93.65,static,skani
AC171169,HQ665011,93.16,static,skani
AC171169,AP019559,94.40,static,skani
AC171169,MT074448,94.18,static,skani
AC171169,MN994496,92.94,static,skani
AC171169,MN316588,94.16,static,skani
AC171169,MK972715,92.07,static,skani
AC171169,MH370378,94.04,static,skani
AC171169,MF402939,93.86,static,skani
AC171169,KY963424,91.68,static,skani
AC171169,KX130863,95.17,static,skani
AC171169,KP143763,95.44,static,skani
AC171169,KJ190157,93.39,static,skani
AC171169,AY543070,95.08,static,skani
AC171169,MN994502,92.89,static,skani
AC171169,MN956514,92.22,static,skani
AC171169,MN022787,93.57,static,skani
AC171169,MH745368,90.70,static,skani
AC171169,MF431730,94.17,static,skani
AC171169,LN887948,92.34,static,skani
AC171169,KY114934,91.55,static,skani
AC171169,KR233164,91.41,static,skani
AC171169,KM979354,93.56,static,skani
AC171169,HQ406778,91.30,static,skani
MN994504,MT074448,95.47,static,skani
MN970211,MT074448,96.04,static,skani
MN970211,MN994496,94.89,static,skani
MN970211,MN994504,94.65,static,skani
MN970211,MN994502,96.42,static,skani
MN026741,MT074448,93.66,static,skani
MN026741,MN994496,94.74,static,skani
MN026741,MN316588,94.49,static,skani
MN026741,MN994504,94.92,static,skani
MN026741,MN970211,94.07,static,skani
MN026741,MN994502,94.47,static,skani
MN026741,MN956514,95.19,static,skani
MK373796,MT074448,95.72,static,skani
MK373796,MN994496,94.02,static,skani
MK373796,MN316588,94.59,static,skani
MK373796,MK972715,94.10,static,skani
MK373796,MN994502,94.55,static,skani
MK373796,MN956514,93.35,static,skani
MK373796,MN022787,94.49,static,skani
MK373796,MN994504,93.23,static,skani
MK373796,MN970211,95.45,static,skani
MK373796,MN026741,94.25,static,skani
MH203051,MT074448,93.31,static,skani
MH203051,MN994496,92.21,static,skani
MH203051,MN316588,93.90,static,skani
MH203051,MK972715,91.88,static,skani
MH203051,MH370378,92.47,static,skani
