Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MK875792.fasta	93.36	48.34	48.92	AY129330.2 Mycobacterium phage Che8, complete genome	MK875792.1 Mycobacterium phage Polka14, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/JN698996.fasta	89.60	43.08	45.37	AY129330.2 Mycobacterium phage Che8, complete genome	JN698996.1 Mycobacterium phage DeadP, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MK016504.fasta	91.67	58.53	58.90	AY129330.2 Mycobacterium phage Che8, complete genome	MK016504.1 Mycobacterium phage Whouxphf, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/JF937102.fasta	89.59	27.43	28.48	AY129330.2 Mycobacterium phage Che8, complete genome	JF937102.1 Mycobacterium phage Mozy, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MH669014.fasta	92.77	51.29	52.05	AY129330.2 Mycobacterium phage Che8, complete genome	MH669014.1 Mycobacterium phage Spikelee, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/FJ174693.fasta	91.63	44.65	45.33	AY129330.2 Mycobacterium phage Che8, complete genome	FJ174693.1 Mycobacterium phage Ramsey, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MH651178.fasta	89.70	32.08	32.51	AY129330.2 Mycobacterium phage Che8, complete genome	MH651178.1 Mycobacterium phage KristaRAM, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/DQ398045.fasta	92.42	55.37	57.92	AY129330.2 Mycobacterium phage Che8, complete genome	DQ398045.1 Mycobacterium phage Llij, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MH371123.fasta	92.91	50.84	50.78	AY129330.2 Mycobacterium phage Che8, complete genome	MH371123.1 Mycobacterium phage Sandalphon, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MH077578.fasta	91.25	44.36	45.64	AY129330.2 Mycobacterium phage Che8, complete genome	MH077578.1 Mycobacterium phage DillTech15, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MF668287.fasta	91.58	47.09	51.37	AY129330.2 Mycobacterium phage Che8, complete genome	MF668287.1 Mycobacterium phage Wachhund, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/KY012363.fasta	93.31	46.68	48.57	AY129330.2 Mycobacterium phage Che8, complete genome	KY012363.1 Mycobacterium phage Empress, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MW055915.fasta	91.25	41.77	45.60	AY129330.2 Mycobacterium phage Che8, complete genome	MW055915.1 Mycobacterium phage Plumbus, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/KT281795.fasta	89.03	40.65	43.47	AY129330.2 Mycobacterium phage Che8, complete genome	KT281795.1 Mycobacterium phage XFactor, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MT310893.fasta	89.41	45.55	46.41	AY129330.2 Mycobacterium phage Che8, complete genome	MT310893.1 Mycobacterium phage DRBy19, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/KM652553.fasta	89.76	46.41	48.14	AY129330.2 Mycobacterium phage Che8, complete genome	KM652553.1 Mycobacterium phage CaptainTrips, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MN585995.fasta	92.21	43.34	46.70	AY129330.2 Mycobacterium phage Che8, complete genome	MN585995.1 Mycobacterium phage Chuckly, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/KF024723.fasta	91.11	49.30	51.30	AY129330.2 Mycobacterium phage Che8, complete genome	KF024723.1 Mycobacterium phage Hamulus, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MK967397.fasta	94.96	56.49	60.05	AY129330.2 Mycobacterium phage Che8, complete genome	MK967397.1 Mycobacterium phage Mahavrat, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/JN699012.fasta	88.22	40.76	41.08	AY129330.2 Mycobacterium phage Che8, complete genome	JN699012.1 Mycobacterium phage SG4, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MK112556.fasta	93.15	50.17	51.38	AY129330.2 Mycobacterium phage Che8, complete genome	MK112556.1 Mycobacterium phage Zerg, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/JN020141.fasta	91.37	28.76	28.84	AY129330.2 Mycobacterium phage Che8, complete genome	JN020141.2 Mycobacterium phage Shauna1, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MH727548.fasta	90.25	47.99	49.33	AY129330.2 Mycobacterium phage Che8, complete genome	MH727548.1 Mycobacterium phage Galactic, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/GU060500.fasta	86.59	37.97	43.31	AY129330.2 Mycobacterium phage Che8, complete genome	GU060500.1 Mycobacterium phage Ardmore, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MH651183.fasta	94.38	46.60	47.77	AY129330.2 Mycobacterium phage Che8, complete genome	MH651183.1 Mycobacterium phage Nivrat, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/DQ398050.fasta	92.82	56.01	58.76	AY129330.2 Mycobacterium phage Che8, complete genome	DQ398050.1 Mycobacterium phage PMC, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MH590596.fasta	93.93	55.36	57.76	AY129330.2 Mycobacterium phage Che8, complete genome	MH590596.1 Mycobacterium phage Mantra, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MH077580.fasta	87.22	38.38	41.99	AY129330.2 Mycobacterium phage Che8, complete genome	MH077580.1 Mycobacterium phage Melissauren88, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MF919526.fasta	93.08	50.20	53.19	AY129330.2 Mycobacterium phage Che8, complete genome	MF919526.1 Mycobacterium phage Phasih, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/KY348865.fasta	93.34	59.63	61.52	AY129330.2 Mycobacterium phage Che8, complete genome	KY348865.1 Mycobacterium phage Bubbles123, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/KT309034.fasta	94.34	50.81	50.65	AY129330.2 Mycobacterium phage Che8, complete genome	KT309034.1 Mycobacterium phage Dante, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MT684586.fasta	92.25	43.60	47.17	AY129330.2 Mycobacterium phage Che8, complete genome	MT684586.1 Mycobacterium phage Gandalph, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/KR824843.fasta	89.47	43.46	44.31	AY129330.2 Mycobacterium phage Che8, complete genome	KR824843.1 Mycobacterium phage Ovechkin, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MN586001.fasta	89.99	48.92	48.91	AY129330.2 Mycobacterium phage Che8, complete genome	MN586001.1 Mycobacterium phage Donkeykong, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/KJ025956.fasta	90.23	47.48	48.87	AY129330.2 Mycobacterium phage Che8, complete genome	KJ025956.1 Mycobacterium phage Saal, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MN310544.fasta	92.95	55.06	56.08	AY129330.2 Mycobacterium phage Che8, complete genome	MN310544.1 Mycobacterium phage Doug, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/JN859129.fasta	92.72	54.71	58.77	AY129330.2 Mycobacterium phage Che8, complete genome	JN859129.1 Mycobacterium phage DotProduct, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MK305886.fasta	93.44	47.27	47.92	AY129330.2 Mycobacterium phage Che8, complete genome	MK305886.1 Mycobacterium phage Poenanya, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/JN020142.fasta	91.14	51.90	53.49	AY129330.2 Mycobacterium phage Che8, complete genome	JN020142.1 Mycobacterium phage Mutaforma13, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MH744415.fasta	93.59	42.38	43.03	AY129330.2 Mycobacterium phage Che8, complete genome	MH744415.1 Mycobacterium phage ArcusAngelus, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/HQ728524.fasta	89.82	43.67	43.85	AY129330.2 Mycobacterium phage Che8, complete genome	HQ728524.1 Mycobacterium phage Wee, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MH669001.fasta	88.47	45.64	45.63	AY129330.2 Mycobacterium phage Che8, complete genome	MH669001.1 Mycobacterium phage EleanorGeorge, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/EF536069.fasta	91.63	41.13	41.68	AY129330.2 Mycobacterium phage Che8, complete genome	EF536069.1 Mycobacterium phage Tweety, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MH590598.fasta	92.20	40.77	45.70	AY129330.2 Mycobacterium phage Che8, complete genome	MH590598.1 Mycobacterium phage Krakatau, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MH155865.fasta	96.01	35.84	35.64	AY129330.2 Mycobacterium phage Che8, complete genome	MH155865.1 Mycobacterium phage BobaPhett, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MG770213.fasta	93.13	52.29	54.41	AY129330.2 Mycobacterium phage Che8, complete genome	MG770213.1 Mycobacterium phage OldBen, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MF190168.fasta	93.43	42.17	45.00	AY129330.2 Mycobacterium phage Che8, complete genome	MF190168.1 Mycobacterium phage Spoonbill, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/KT895280.fasta	92.56	56.12	59.31	AY129330.2 Mycobacterium phage Che8, complete genome	KT895280.1 Mycobacterium phage Sparkdehlily, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MT684593.fasta	90.06	45.30	46.46	AY129330.2 Mycobacterium phage Che8, complete genome	MT684593.1 Mycobacterium phage Moonbeam, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/KR935214.fasta	91.69	45.60	47.72	AY129330.2 Mycobacterium phage Che8, complete genome	KR935214.1 Mycobacterium phage Kimberlium, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MN586011.fasta	94.29	46.52	47.59	AY129330.2 Mycobacterium phage Che8, complete genome	MN586011.1 Mycobacterium phage LilMoolah, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/KM066034.fasta	92.92	47.86	49.89	AY129330.2 Mycobacterium phage Che8, complete genome	KM066034.1 Mycobacterium phage Inventum, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MN310545.fasta	92.42	53.06	57.52	AY129330.2 Mycobacterium phage Che8, complete genome	MN310545.1 Mycobacterium phage Nitzel, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/JQ300538.fasta	90.74	42.05	40.89	AY129330.2 Mycobacterium phage Che8, complete genome	JQ300538.1 Mycobacterium phage Spartacus, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MK359307.fasta	95.09	52.61	53.88	AY129330.2 Mycobacterium phage Che8, complete genome	MK359307.1 Mycobacterium phage Ochi17, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/JN020143.fasta	94.05	42.17	41.94	AY129330.2 Mycobacterium phage Che8, complete genome	JN020143.1 Mycobacterium phage ShiLan, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MH825707.fasta	88.91	52.91	54.15	AY129330.2 Mycobacterium phage Che8, complete genome	MH825707.1 Mycobacterium phage MilleniumForce, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/JF704117.fasta	91.47	46.49	48.74	AY129330.2 Mycobacterium phage Che8, complete genome	JF704117.1 Mycobacterium phage RockyHorror, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MH669003.fasta	93.93	48.58	50.03	AY129330.2 Mycobacterium phage Che8, complete genome	MH669003.1 Mycobacterium phage Girr, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/EU816590.fasta	91.09	42.22	43.27	AY129330.2 Mycobacterium phage Che8, complete genome	EU816590.1 Mycobacterium phage Boomer, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MH590602.fasta	92.59	38.81	39.83	AY129330.2 Mycobacterium phage Che8, complete genome	MH590602.1 Mycobacterium phage Gorge, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MH155866.fasta	90.78	48.84	53.12	AY129330.2 Mycobacterium phage Che8, complete genome	MH155866.1 Mycobacterium phage Byougenkin, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MG872841.fasta	92.82	41.76	42.65	AY129330.2 Mycobacterium phage Che8, complete genome	MG872841.1 Mycobacterium phage Priscilla, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MF668270.fasta	88.74	48.23	50.84	AY129330.2 Mycobacterium phage Che8, complete genome	MF668270.1 Mycobacterium phage Emma, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/KX576644.fasta	89.70	33.01	33.50	AY129330.2 Mycobacterium phage Che8, complete genome	KX576644.1 Mycobacterium phage WillSterrel, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MT684601.fasta	90.39	44.60	47.82	AY129330.2 Mycobacterium phage Che8, complete genome	MT684601.1 Mycobacterium phage Hlubikazi, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/KR997930.fasta	91.52	46.75	46.79	AY129330.2 Mycobacterium phage Che8, complete genome	KR997930.1 Mycobacterium phage Florinda, complete genome
/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/AY129330.fasta	/hpcfs/home/ciencias_biologicas/na.portilla10/phallet/Blast_Feed/Cheoctovirus/MN586012.fasta	92.94	55.02	55.63	AY129330.2 Mycobacterium phage Che8, complete genome	MN586012.1 Mycobacterium phage Blexus, complete genome
