GenomeA,GenomeB,ani_distance,kmer_ani,algorithm
HQ259103,MG428992,94.7948,9,fastani
HQ259103,MN871498,94.0936,9,fastani
HQ259103,MG748547,94.0557,9,fastani
HQ259103,KF669653,90.6693,9,fastani
HQ259103,KJ174317,90.1776,9,fastani
HQ259103,KF669654,90.0444,9,fastani
HQ259103,JX128257,89.1837,9,fastani
HQ259103,FQ312032,88.218,9,fastani
JN126049,JN126049,100.0,9,fastani
JN126049,MT074478,97.3357,9,fastani
JN126049,MN871495,97.025,9,fastani
JN126049,KY787213,97.0071,9,fastani
JN126049,MN871491,97.0013,9,fastani
JN126049,KX245012,97.0004,9,fastani
JN126049,KR296692,96.9254,9,fastani
JN126049,JN593240,96.9123,9,fastani
JN126049,HQ259103,96.8788,9,fastani
JN126049,KX765865,96.8618,9,fastani
JN126049,KX438380,96.8571,9,fastani
JN126049,KJ174318,96.8293,9,fastani
JN126049,MH709121,96.8194,9,fastani
JN126049,MK972690,96.8079,9,fastani
JN126049,MH709120,96.7445,9,fastani
JN126049,MG383452,96.6825,9,fastani
JN126049,MT074470,96.62,9,fastani
JN126049,MT074474,96.3846,9,fastani
JN126049,MH791405,96.311,9,fastani
JN126049,MT074475,96.2527,9,fastani
JN126049,MT074469,95.8147,9,fastani
JN126049,KP797973,95.6223,9,fastani
JN126049,MH370371,95.3968,9,fastani
JN126049,MT074477,95.3798,9,fastani
JN126049,MT074472,95.1934,9,fastani
JN126049,MT074480,95.173,9,fastani
JN126049,MK972699,95.1448,9,fastani
JN126049,MT074471,94.8556,9,fastani
JN126049,MT074479,94.8218,9,fastani
JN126049,MG428992,94.7149,9,fastani
JN126049,MG748547,94.0695,9,fastani
JN126049,MN871498,93.2015,9,fastani
JN126049,KJ174317,90.397,9,fastani
JN126049,KF669653,89.8924,9,fastani
JN126049,KF669654,89.421,9,fastani
JN126049,JX128257,89.2028,9,fastani
JN126049,FQ312032,88.3982,9,fastani
JN593240,JN593240,100.0,9,fastani
JN593240,MG383452,97.9255,9,fastani
JN593240,HQ259103,97.6894,9,fastani
JN593240,MT074478,97.6297,9,fastani
JN593240,MN871491,97.425,9,fastani
JN593240,KY787213,97.3978,9,fastani
JN593240,KX765865,97.3175,9,fastani
JN593240,KJ174318,97.3001,9,fastani
JN593240,MH709121,97.1332,9,fastani
JN593240,KX245012,97.0733,9,fastani
JN593240,MT074474,96.9848,9,fastani
JN593240,KX438380,96.9265,9,fastani
JN593240,JN126049,96.8883,9,fastani
JN593240,MN871495,96.7704,9,fastani
JN593240,KR296692,96.6817,9,fastani
JN593240,MK972690,96.5973,9,fastani
JN593240,MT074470,96.5467,9,fastani
JN593240,MH791405,96.5299,9,fastani
JN593240,MH709120,96.4926,9,fastani
JN593240,MT074469,96.4379,9,fastani
JN593240,MT074475,96.268,9,fastani
JN593240,MH370371,96.1921,9,fastani
JN593240,MK972699,95.86,9,fastani
JN593240,MT074480,95.8302,9,fastani
JN593240,KP797973,95.6388,9,fastani
JN593240,MT074477,95.5572,9,fastani
JN593240,MG428992,95.518,9,fastani
JN593240,MT074471,95.191,9,fastani
JN593240,MT074472,94.9158,9,fastani
JN593240,MT074479,94.6387,9,fastani
JN593240,MG748547,94.0725,9,fastani
JN593240,MN871498,93.8628,9,fastani
JN593240,KF669653,90.1283,9,fastani
JN593240,KJ174317,89.997,9,fastani
JN593240,JX128257,89.4238,9,fastani
JN593240,KF669654,89.3702,9,fastani
JN593240,FQ312032,88.5485,9,fastani
JX128257,JX128257,100.0,9,fastani
JX128257,FQ312032,98.1103,9,fastani
JX128257,KJ174317,96.9686,9,fastani
JX128257,KF669654,95.0748,9,fastani
JX128257,KF669653,94.2373,9,fastani
JX128257,MN871498,91.6462,9,fastani
JX128257,MG748547,91.6144,9,fastani
JX128257,MG428992,91.4666,9,fastani
JX128257,MH370371,91.0456,9,fastani
JX128257,MT074477,91.0366,9,fastani
JX128257,MK972699,90.9344,9,fastani
JX128257,MT074472,90.8787,9,fastani
JX128257,MT074469,90.723,9,fastani
JX128257,MT074479,90.2101,9,fastani
JX128257,MT074471,89.969,9,fastani
JX128257,MH791405,89.9633,9,fastani
JX128257,MG383452,89.6712,9,fastani
JX128257,MH709120,89.5902,9,fastani
JX128257,KP797973,89.5678,9,fastani
JX128257,MT074470,89.515,9,fastani
JX128257,MT074480,89.4775,9,fastani
JX128257,JN593240,89.4773,9,fastani
JX128257,MN871491,89.4545,9,fastani
JX128257,MT074474,89.3336,9,fastani
JX128257,HQ259103,89.1916,9,fastani
JX128257,KX245012,89.1851,9,fastani
JX128257,MT074478,89.0429,9,fastani
JX128257,MK972690,89.0419,9,fastani
JX128257,JN126049,88.9806,9,fastani
JX128257,MN871495,88.8565,9,fastani
JX128257,MT074475,88.8541,9,fastani
JX128257,KX438380,88.8529,9,fastani
JX128257,KY787213,88.7834,9,fastani
JX128257,MH709121,88.7287,9,fastani
JX128257,KX765865,88.7148,9,fastani
JX128257,KR296692,88.6664,9,fastani
JX128257,KJ174318,88.4345,9,fastani
KF669653,KF669653,100.0,9,fastani
KF669653,KF669654,98.6155,9,fastani
KF669653,FQ312032,94.5602,9,fastani
KF669653,JX128257,94.1241,9,fastani
KF669653,KJ174317,93.7364,9,fastani
KF669653,MG748547,92.2154,9,fastani
KF669653,MT074472,91.6038,9,fastani
KF669653,MK972699,91.5829,9,fastani
KF669653,MH370371,91.1164,9,fastani
KF669653,MG428992,91.0297,9,fastani
KF669653,MT074469,91.0097,9,fastani
KF669653,MT074477,90.9976,9,fastani
KF669653,MN871498,90.9382,9,fastani
KF669653,MT074479,90.761,9,fastani
KF669653,HQ259103,90.604,9,fastani
KF669653,MH791405,90.5893,9,fastani
KF669653,MT074470,90.4302,9,fastani
KF669653,MH709120,90.3919,9,fastani
KF669653,JN593240,90.3652,9,fastani
KF669653,KX245012,90.2561,9,fastani
KF669653,KP797973,90.2492,9,fastani
KF669653,MG383452,90.2424,9,fastani
KF669653,MN871491,90.2225,9,fastani
KF669653,JN126049,90.1548,9,fastani
KF669653,MT074475,90.14,9,fastani
KF669653,MH709121,90.0936,9,fastani
KF669653,MT074478,90.0893,9,fastani
KF669653,MT074474,90.0548,9,fastani
KF669653,MK972690,90.0238,9,fastani
KF669653,KY787213,89.9521,9,fastani
KF669653,MT074480,89.9341,9,fastani
KF669653,MT074471,89.8699,9,fastani
KF669653,KR296692,89.8578,9,fastani
KF669653,KJ174318,89.8425,9,fastani
KF669653,KX438380,89.739,9,fastani
KF669653,MN871495,89.6537,9,fastani
KF669653,KX765865,89.5317,9,fastani
KF669654,KF669654,100.0,9,fastani
KF669654,KF669653,98.2782,9,fastani
KF669654,FQ312032,95.3429,9,fastani
KF669654,JX128257,95.2581,9,fastani
KF669654,KJ174317,93.9716,9,fastani
KF669654,MG748547,91.6668,9,fastani
KF669654,MK972699,91.2574,9,fastani
KF669654,MT074479,91.1799,9,fastani
KF669654,MT074472,91.0947,9,fastani
KF669654,MH370371,91.0829,9,fastani
KF669654,MN871498,90.8389,9,fastani
KF669654,MT074469,90.7635,9,fastani
KF669654,MT074477,90.6761,9,fastani
KF669654,MG428992,90.6007,9,fastani
KF669654,MH791405,90.2181,9,fastani
KF669654,MT074471,90.1379,9,fastani
KF669654,MH709120,90.0911,9,fastani
KF669654,MT074470,90.0363,9,fastani
KF669654,MK972690,89.9989,9,fastani
KF669654,MH709121,89.8493,9,fastani
KF669654,KP797973,89.8391,9,fastani
KF669654,HQ259103,89.8296,9,fastani
KF669654,MT074480,89.7407,9,fastani
KF669654,MT074474,89.7317,9,fastani
KF669654,MN871491,89.6893,9,fastani
KF669654,KX245012,89.6682,9,fastani
KF669654,MT074475,89.6622,9,fastani
KF669654,MT074478,89.617,9,fastani
KF669654,JN126049,89.6008,9,fastani
KF669654,JN593240,89.4846,9,fastani
KF669654,MG383452,89.4829,9,fastani
KF669654,KR296692,89.2721,9,fastani
KF669654,MN871495,89.2346,9,fastani
KF669654,KY787213,89.2319,9,fastani
KF669654,KX438380,88.9715,9,fastani
KF669654,KJ174318,88.9467,9,fastani
KF669654,KX765865,88.8527,9,fastani
KJ174317,KJ174317,100.0,9,fastani
KJ174317,FQ312032,96.8921,9,fastani
KJ174317,JX128257,96.72,9,fastani
KJ174317,KF669654,94.167,9,fastani
KJ174317,KF669653,93.6146,9,fastani
KJ174317,MT074477,92.1327,9,fastani
KJ174317,MG748547,91.5986,9,fastani
KJ174317,MG428992,91.5931,9,fastani
KJ174317,MH791405,91.3155,9,fastani
KJ174317,MN871498,91.2498,9,fastani
KJ174317,MT074479,91.2339,9,fastani
KJ174317,MT074472,91.1542,9,fastani
KJ174317,MH709120,90.9088,9,fastani
KJ174317,MT074471,90.792,9,fastani
KJ174317,MH370371,90.6433,9,fastani
KJ174317,MT074469,90.602,9,fastani
KJ174317,MK972699,90.5966,9,fastani
KJ174317,MN871491,90.5936,9,fastani
KJ174317,KP797973,90.5724,9,fastani
KJ174317,JN126049,90.5286,9,fastani
KJ174317,MT074474,90.3894,9,fastani
KJ174317,MT074480,90.3126,9,fastani
KJ174317,HQ259103,90.2481,9,fastani
KJ174317,MK972690,90.1886,9,fastani
KJ174317,JN593240,90.1728,9,fastani
KJ174317,MG383452,90.1402,9,fastani
KJ174317,MT074470,90.0979,9,fastani
KJ174317,MH709121,90.078,9,fastani
KJ174317,MT074475,90.0745,9,fastani
KJ174317,MT074478,90.041,9,fastani
KJ174317,MN871495,89.9456,9,fastani
KJ174317,KX245012,89.9207,9,fastani
KJ174317,KY787213,89.8805,9,fastani
KJ174317,KJ174318,89.832,9,fastani
KJ174317,KX765865,89.6228,9,fastani
KJ174317,KR296692,89.6216,9,fastani
KJ174317,KX438380,89.5564,9,fastani
KJ174318,KJ174318,100.0,9,fastani
KJ174318,KX765865,98.2304,9,fastani
KJ174318,KX438380,97.4342,9,fastani
KJ174318,KR296692,97.3358,9,fastani
KJ174318,KY787213,97.1868,9,fastani
KJ174318,JN593240,97.1236,9,fastani
KJ174318,MG383452,97.1188,9,fastani
KJ174318,KX245012,97.102,9,fastani
KJ174318,HQ259103,97.1002,9,fastani
KJ174318,MN871495,97.0871,9,fastani
KJ174318,MT074478,97.0619,9,fastani
KJ174318,JN126049,97.0604,9,fastani
KJ174318,MH709121,97.0454,9,fastani
KJ174318,MN871491,96.7936,9,fastani
KJ174318,MK972690,96.7208,9,fastani
KJ174318,MT074470,96.5723,9,fastani
KJ174318,MH709120,96.5627,9,fastani
KJ174318,MT074475,96.5532,9,fastani
KJ174318,MH791405,96.5445,9,fastani
KJ174318,MT074474,96.3576,9,fastani
KJ174318,MT074480,95.6012,9,fastani
KJ174318,MT074469,95.5868,9,fastani
KJ174318,KP797973,95.5538,9,fastani
KJ174318,MT074477,95.3,9,fastani
KJ174318,MT074471,95.1854,9,fastani
KJ174318,MK972699,95.0905,9,fastani
KJ174318,MH370371,95.0847,9,fastani
KJ174318,MT074479,94.8674,9,fastani
KJ174318,MG428992,94.8064,9,fastani
KJ174318,MG748547,94.04,9,fastani
KJ174318,MT074472,94.0039,9,fastani
KJ174318,MN871498,93.2446,9,fastani
KJ174318,KF669653,89.8746,9,fastani
KJ174318,KJ174317,89.6748,9,fastani
KJ174318,KF669654,89.3108,9,fastani
KJ174318,JX128257,88.4689,9,fastani
KJ174318,FQ312032,87.9054,9,fastani
KP797973,KP797973,100.0,9,fastani
KP797973,KX438380,96.1378,9,fastani
KP797973,MH709121,96.0882,9,fastani
KP797973,HQ259103,95.9665,9,fastani
KP797973,MN871491,95.9363,9,fastani
KP797973,KY787213,95.9089,9,fastani
KP797973,MG383452,95.8225,9,fastani
KP797973,KX765865,95.8051,9,fastani
KP797973,MT074478,95.7822,9,fastani
KP797973,KX245012,95.7557,9,fastani
KP797973,MH791405,95.7229,9,fastani
KP797973,MN871495,95.6798,9,fastani
KP797973,JN126049,95.6529,9,fastani
KP797973,JN593240,95.6238,9,fastani
KP797973,MT074470,95.5857,9,fastani
KP797973,KJ174318,95.5535,9,fastani
KP797973,KR296692,95.4309,9,fastani
KP797973,MH709120,95.3959,9,fastani
KP797973,MT074475,95.1346,9,fastani
KP797973,MK972690,95.1216,9,fastani
KP797973,MT074480,94.9419,9,fastani
KP797973,MT074477,94.8745,9,fastani
KP797973,MT074474,94.7904,9,fastani
KP797973,MT074472,94.6222,9,fastani
KP797973,MT074471,94.6121,9,fastani
KP797973,MK972699,94.4174,9,fastani
KP797973,MT074469,94.4049,9,fastani
KP797973,MG428992,94.1261,9,fastani
KP797973,MH370371,94.0919,9,fastani
KP797973,MT074479,94.0567,9,fastani
KP797973,MN871498,93.9738,9,fastani
KP797973,MG748547,93.2967,9,fastani
KP797973,KJ174317,90.4807,9,fastani
KP797973,KF669653,90.1357,9,fastani
KP797973,JX128257,89.7753,9,fastani
KP797973,KF669654,89.7295,9,fastani
KP797973,FQ312032,89.0256,9,fastani
KR296692,KR296692,100.0,9,fastani
KR296692,KX438380,97.2646,9,fastani
KR296692,KJ174318,97.1516,9,fastani
KR296692,KX765865,97.0895,9,fastani
KR296692,JN126049,97.0865,9,fastani
KR296692,KY787213,96.9926,9,fastani
KR296692,MN871495,96.873,9,fastani
KR296692,MT074478,96.8662,9,fastani
KR296692,JN593240,96.8297,9,fastani
KR296692,HQ259103,96.8192,9,fastani
KR296692,MN871491,96.7884,9,fastani
KR296692,MK972690,96.6589,9,fastani
KR296692,MH709121,96.606,9,fastani
KR296692,KX245012,96.6045,9,fastani
KR296692,MT074475,96.5939,9,fastani
KR296692,MG383452,96.518,9,fastani
KR296692,MH791405,96.5058,9,fastani
KR296692,MH709120,96.4547,9,fastani
KR296692,MT074470,96.4405,9,fastani
KR296692,MT074474,96.1385,9,fastani
KR296692,MT074469,95.4717,9,fastani
KR296692,KP797973,95.3935,9,fastani
KR296692,MT074480,95.1504,9,fastani
KR296692,MH370371,94.9547,9,fastani
KR296692,MT074477,94.7475,9,fastani
KR296692,MK972699,94.6525,9,fastani
KR296692,MT074471,94.6521,9,fastani
KR296692,MG428992,94.4989,9,fastani
KR296692,MT074472,94.332,9,fastani
KR296692,MT074479,94.2565,9,fastani
KR296692,MG748547,94.1872,9,fastani
KR296692,MN871498,93.1447,9,fastani
KR296692,KF669653,90.103,9,fastani
KR296692,KJ174317,89.7451,9,fastani
KR296692,KF669654,89.3243,9,fastani
KR296692,JX128257,88.4898,9,fastani
KR296692,FQ312032,88.1164,9,fastani
KX245012,KX245012,100.0,9,fastani
KX245012,HQ259103,98.4057,9,fastani
KX245012,MN871491,97.5334,9,fastani
KX245012,MT074478,97.4698,9,fastani
KX245012,KY787213,97.3027,9,fastani
KX245012,MT074470,97.2372,9,fastani
KX245012,JN593240,97.2098,9,fastani
KX245012,MG383452,97.1963,9,fastani
KX245012,KJ174318,97.0375,9,fastani
KX245012,JN126049,97.0165,9,fastani
KX245012,KX765865,97.0137,9,fastani
KX245012,KX438380,96.9053,9,fastani
KX245012,MH709121,96.8558,9,fastani
KX245012,MN871495,96.8431,9,fastani
KX245012,MH791405,96.82,9,fastani
KX245012,MT074474,96.6891,9,fastani
KX245012,MK972690,96.6424,9,fastani
KX245012,KR296692,96.6123,9,fastani
KX245012,MT074475,96.3312,9,fastani
KX245012,MT074469,96.2675,9,fastani
KX245012,MH709120,96.2631,9,fastani
KX245012,KP797973,95.8118,9,fastani
KX245012,MH370371,95.6868,9,fastani
KX245012,MT074480,95.6058,9,fastani
KX245012,MT074477,95.4459,9,fastani
KX245012,MK972699,95.2847,9,fastani
KX245012,MT074472,94.921,9,fastani
KX245012,MT074471,94.905,9,fastani
KX245012,MT074479,94.8377,9,fastani
KX245012,MG428992,94.6815,9,fastani
KX245012,MN871498,93.8278,9,fastani
KX245012,MG748547,93.6864,9,fastani
KX245012,KF669653,90.3047,9,fastani
KX245012,KJ174317,90.2358,9,fastani
KX245012,KF669654,89.6936,9,fastani
KX245012,JX128257,88.8594,9,fastani
KX245012,FQ312032,88.3263,9,fastani
KX438380,KX438380,100.0,9,fastani
KX438380,KX765865,97.7159,9,fastani
KX438380,KJ174318,97.5267,9,fastani
KX438380,KR296692,97.4807,9,fastani
KX438380,JN593240,97.1825,9,fastani
KX438380,HQ259103,97.0972,9,fastani
KX438380,KX245012,96.9296,9,fastani
KX438380,JN126049,96.8875,9,fastani
KX438380,MT074478,96.8361,9,fastani
KX438380,MN871495,96.8297,9,fastani
KX438380,KY787213,96.776,9,fastani
KX438380,MH709121,96.7526,9,fastani
KX438380,MT074475,96.7009,9,fastani
KX438380,MK972690,96.6764,9,fastani
KX438380,MG383452,96.6406,9,fastani
KX438380,MN871491,96.515,9,fastani
KX438380,MT074470,96.5081,9,fastani
KX438380,MH709120,96.4693,9,fastani
KX438380,MH791405,96.3889,9,fastani
KX438380,MT074474,96.3552,9,fastani
KX438380,MT074469,96.0063,9,fastani
KX438380,KP797973,95.8651,9,fastani
KX438380,MH370371,95.6052,9,fastani
KX438380,MT074477,95.1983,9,fastani
KX438380,MT074480,95.1833,9,fastani
KX438380,MG428992,95.1208,9,fastani
KX438380,MK972699,95.0909,9,fastani
KX438380,MT074471,94.8113,9,fastani
KX438380,MT074479,94.3231,9,fastani
KX438380,MT074472,94.277,9,fastani
KX438380,MG748547,94.024,9,fastani
KX438380,MN871498,93.442,9,fastani
KX438380,KF669653,90.0989,9,fastani
KX438380,KJ174317,89.4101,9,fastani
KX438380,KF669654,89.3501,9,fastani
KX438380,JX128257,88.8131,9,fastani
KX438380,FQ312032,87.939,9,fastani
KX765865,KX765865,100.0,9,fastani
KX765865,KJ174318,98.0765,9,fastani
KX765865,KX438380,97.6183,9,fastani
KX765865,HQ259103,97.3101,9,fastani
KX765865,JN593240,97.2213,9,fastani
KX765865,MT074478,97.2007,9,fastani
KX765865,MN871495,97.1669,9,fastani
KX765865,KY787213,97.1315,9,fastani
KX765865,KR296692,97.1251,9,fastani
KX765865,JN126049,97.1145,9,fastani
KX765865,MH709121,97.0558,9,fastani
KX765865,MN871491,97.0144,9,fastani
KX765865,MG383452,96.971,9,fastani
KX765865,MT074470,96.9306,9,fastani
KX765865,KX245012,96.905,9,fastani
KX765865,MK972690,96.7164,9,fastani
KX765865,MH791405,96.7091,9,fastani
KX765865,MT074474,96.5526,9,fastani
KX765865,MT074475,96.4887,9,fastani
KX765865,MH709120,96.4739,9,fastani
KX765865,MT074469,95.6706,9,fastani
KX765865,KP797973,95.5921,9,fastani
KX765865,MT074480,95.479,9,fastani
KX765865,MK972699,95.2921,9,fastani
KX765865,MT074477,95.1185,9,fastani
KX765865,MH370371,95.0925,9,fastani
KX765865,MG428992,95.0237,9,fastani
KX765865,MT074471,94.9396,9,fastani
KX765865,MT074479,94.7425,9,fastani
KX765865,MT074472,94.186,9,fastani
KX765865,MG748547,94.134,9,fastani
KX765865,MN871498,93.8775,9,fastani
KX765865,KF669653,89.6883,9,fastani
KX765865,KJ174317,89.6635,9,fastani
KX765865,KF669654,89.3384,9,fastani
KX765865,JX128257,88.9193,9,fastani
KX765865,FQ312032,87.7306,9,fastani
KY787213,KY787213,100.0,9,fastani
KY787213,MN871491,98.1438,9,fastani
KY787213,MT074470,97.9834,9,fastani
KY787213,HQ259103,97.797,9,fastani
KY787213,MT074478,97.7435,9,fastani
KY787213,JN593240,97.5236,9,fastani
KY787213,MG383452,97.3946,9,fastani
KY787213,MN871495,97.3612,9,fastani
KY787213,KJ174318,97.3456,9,fastani
KY787213,KX765865,97.2607,9,fastani
KY787213,KX245012,97.2487,9,fastani
KY787213,MH709121,97.2337,9,fastani
KY787213,KR296692,97.1066,9,fastani
KY787213,JN126049,97.0367,9,fastani
KY787213,KX438380,96.8275,9,fastani
KY787213,MT074475,96.8238,9,fastani
KY787213,MT074474,96.7725,9,fastani
KY787213,MK972690,96.7389,9,fastani
KY787213,MH791405,96.4544,9,fastani
KY787213,MH709120,96.4158,9,fastani
KY787213,KP797973,95.8902,9,fastani
KY787213,MT074469,95.8341,9,fastani
KY787213,MT074480,95.4604,9,fastani
KY787213,MH370371,95.4562,9,fastani
KY787213,MT074471,95.2816,9,fastani
KY787213,MK972699,95.1278,9,fastani
KY787213,MT074477,95.0417,9,fastani
KY787213,MG428992,94.9527,9,fastani
KY787213,MT074472,94.6836,9,fastani
KY787213,MT074479,94.6434,9,fastani
KY787213,MG748547,93.5719,9,fastani
KY787213,MN871498,93.5432,9,fastani
KY787213,KF669653,89.9915,9,fastani
KY787213,KJ174317,89.8871,9,fastani
KY787213,KF669654,89.2469,9,fastani
KY787213,JX128257,88.921,9,fastani
KY787213,FQ312032,87.8954,9,fastani
MG383452,MG383452,100.0,9,fastani
MG383452,HQ259103,97.968,9,fastani
MG383452,JN593240,97.8021,9,fastani
MG383452,KY787213,97.5026,9,fastani
MG383452,MT074478,97.4072,9,fastani
MG383452,MN871491,97.4005,9,fastani
MG383452,KX245012,97.3573,9,fastani
MG383452,KX765865,97.2173,9,fastani
MG383452,MH709121,97.141,9,fastani
MG383452,MT074474,97.141,9,fastani
MG383452,KJ174318,97.1024,9,fastani
MG383452,JN126049,96.8707,9,fastani
MG383452,KX438380,96.7802,9,fastani
MG383452,KR296692,96.7002,9,fastani
MG383452,MK972690,96.6943,9,fastani
MG383452,MN871495,96.58,9,fastani
MG383452,MT074470,96.5556,9,fastani
MG383452,MH791405,96.4977,9,fastani
MG383452,MT074475,96.478,9,fastani
MG383452,MH709120,96.216,9,fastani
MG383452,MT074469,95.911,9,fastani
MG383452,KP797973,95.873,9,fastani
MG383452,MT074480,95.7622,9,fastani
MG383452,MH370371,95.5923,9,fastani
MG383452,MT074471,95.5063,9,fastani
MG383452,MK972699,95.4257,9,fastani
MG383452,MT074477,95.2564,9,fastani
MG383452,MG428992,94.9815,9,fastani
MG383452,MT074479,94.8599,9,fastani
MG383452,MT074472,94.8424,9,fastani
MG383452,MG748547,94.2223,9,fastani
MG383452,MN871498,93.8394,9,fastani
MG383452,KJ174317,90.406,9,fastani
MG383452,KF669653,90.4015,9,fastani
MG383452,KF669654,89.7095,9,fastani
MG383452,JX128257,89.6048,9,fastani
MG383452,FQ312032,88.4934,9,fastani
MG428992,MG428992,99.9997,9,fastani
MG428992,MH370371,95.9868,9,fastani
MG428992,JN593240,95.7969,9,fastani
MG428992,MT074469,95.5196,9,fastani
MG428992,KX438380,95.3624,9,fastani
MG428992,MG383452,95.2914,9,fastani
MG428992,MT074478,95.2134,9,fastani
MG428992,KY787213,95.1056,9,fastani
MG428992,MN871491,95.0932,9,fastani
MG428992,HQ259103,95.0539,9,fastani
MG428992,KX765865,95.0261,9,fastani
MG428992,MH791405,95.0149,9,fastani
MG428992,MH709120,94.9974,9,fastani
MG428992,JN126049,94.8934,9,fastani
MG428992,KJ174318,94.8744,9,fastani
MG428992,MH709121,94.8706,9,fastani
MG428992,MK972699,94.8602,9,fastani
MG428992,KX245012,94.833,9,fastani
MG428992,MN871495,94.6641,9,fastani
MG428992,KR296692,94.6256,9,fastani
MG428992,MT074477,94.6246,9,fastani
MG428992,MT074472,94.6243,9,fastani
MG428992,MT074470,94.5183,9,fastani
MG428992,MT074474,94.4457,9,fastani
MG428992,KP797973,94.3363,9,fastani
MG428992,MT074475,94.2216,9,fastani
MG428992,MK972690,94.0783,9,fastani
MG428992,MT074480,93.934,9,fastani
MG428992,MN871498,93.8672,9,fastani
MG428992,MG748547,93.7107,9,fastani
MG428992,MT074471,93.3071,9,fastani
MG428992,MT074479,92.6453,9,fastani
MG428992,KJ174317,91.6452,9,fastani
MG428992,JX128257,91.5233,9,fastani
MG428992,KF669653,90.9662,9,fastani
MG428992,FQ312032,90.737,9,fastani
MG428992,KF669654,90.6069,9,fastani
MG748547,MG748547,100.0,9,fastani
MG748547,MT074472,94.8928,9,fastani
MG748547,MH370371,94.4026,9,fastani
MG748547,JN593240,94.3074,9,fastani
MG748547,MT074469,94.3069,9,fastani
MG748547,JN126049,94.2497,9,fastani
MG748547,MG383452,94.2318,9,fastani
MG748547,MK972690,94.1622,9,fastani
MG748547,KX245012,94.1612,9,fastani
MG748547,MH709121,94.129,9,fastani
MG748547,KJ174318,94.1273,9,fastani
MG748547,KX765865,94.1258,9,fastani
MG748547,MT074470,94.107,9,fastani
MG748547,MT074474,94.0867,9,fastani
MG748547,KR296692,94.0267,9,fastani
MG748547,HQ259103,94.0211,9,fastani
MG748547,MT074478,93.9766,9,fastani
MG748547,KX438380,93.9467,9,fastani
MG748547,MH791405,93.9017,9,fastani
MG748547,KY787213,93.8918,9,fastani
MG748547,MH709120,93.8698,9,fastani
MG748547,MT074475,93.7845,9,fastani
MG748547,MN871491,93.7728,9,fastani
MG748547,MG428992,93.7004,9,fastani
MG748547,MK972699,93.5893,9,fastani
MG748547,MN871495,93.354,9,fastani
MG748547,KP797973,93.3299,9,fastani
MG748547,MT074477,92.956,9,fastani
